,Name,Price,Price per,Unit,Packet Size,Supermarket
0,Coca Cola,"1,39 €","0,93 €",Preis pro 1 Liter,(Pet-Flasche 1.5 L),edeka
1,Nutella,"1,77 €","3,54 €",Preis pro 1 KG,"(Glas 500 Gramm, + 50 g Gratis)",edeka
2,Becel Gold 70 % Fett,"1,49 €","0,60 €",Preis pro 100 Gramm,(Becher 250 Gramm),edeka
3,Iglo Fischstäbchen,"2,99 €","6,64 €",Preis pro 1 KG,"(15er, Packung 450 Gramm)",edeka
4,Gut & Günstig Landgasthof Gulasch Pfanne,"1,99 €","3,98 €",Preis pro 1 KG,(),edeka
5,"Landliebe Landkäse Original, 50 % Fett","2,29 €","1,31 €",Preis pro 100 Gramm,(Packung 175 Gramm),edeka
6,Oettinger Original Pils,"0,30 €","0,91 €",Preis pro 1 Liter,(Flasche (Glas) 0.33 L),edeka
7,Gut & Günstig Party Garnelen,"2,29 €","2,29 €",Preis pro 100 Gramm,(Packung 100 Gramm),edeka
8,EDEKA Apfel Rotkohl mit Apfelstückchen und feinen Gewürzen,"0,99 €","2,20 €",Preis pro 1 KG,(Packung 450 Gramm),edeka
9,Clausthaler Classic,"3,79 €","1,91 €",Preis pro 1 Liter,(Pack 1.98 L),edeka
10,Ritter Sport Schokolade Joghurt,"1,15 €","1,15 €",Preis pro 100 Gramm,(Tafel 100 Gramm),edeka
11,Erasco Königsberger Klopse in pikant-cremiger Kapernsauce,"3,29 €","6,85 €",Preis pro 1 KG,(Packung 480 Gramm),edeka
12,Iglo Schlemmer-Filet Classic a la Bordelaise,"1,77 €","4,66 €",Preis pro 1 KG,(Packung 380 Gramm),edeka
13,Lätta Halbfettmargarine Original,"0,99 €","1,98 €",Preis pro 1 KG,(Becher 500  Gramm),edeka
14,Frosta Schlemmer-Filet Knusper Bordelaise,"3,29 €","9,14 €",Preis pro 1 KG,(Packung 360 Gramm),edeka
15,Gut & Günstig Pfannengemüse Italienische Art,"1,29 €","1,72 €",Preis pro 1 KG,(Beutel 750 Gramm),edeka
16,Ferrero Milchschnitte,"1,29 €","0,92 €",Preis pro 100 Gramm,"(5 x 28 g, Packung 140 Gramm)",edeka
17,Gut & Günstig Norwegische Lachs-Filets 2 Stück,"2,99 €","1,20 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
18,Gut & Günstig Orangensaft 100% Fruchtsaftgehalt,"0,95 €","0,95 €",Preis pro 1 Liter,(Pet-Flasche 1 L),edeka
19,Weideglück Sahne-Joghurt nach griechischer Art,"2,19 €","0,22 €",Preis pro 100 Gramm,(Becher 1000 Gramm),edeka
20,Meica Bratmaxe,"3,49 €","1,12 €",Preis pro 100 Gramm,(Packung 313 Gramm),edeka
21,Oryza  Himalaya Basmati Reis lose,"2,69 €","5,38 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
22,Edeka Grapefruit Direktsaft - mit Fruchtfleisch,"1,59 €","1,59 €",Preis pro 1 Liter,(Getränkekarton 1 L),edeka
23,Coppenrath & Wiese Apfelstrudel,"2,29 €","3,82 €",Preis pro 1 KG,(Packung 600 Gramm),edeka
24,Gut & Günstig frischer Blätterteig backfertig,"0,69 €","0,28 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
25,Gut & Günstig Karottensaft mit Honig,"0,89 €","1,78 €",Preis pro 1 Liter,(Flasche (Glas) 0.5 L),edeka
26,Gut & Günstig Schoko Müsli mit Vollmilchschokolade,"1,69 €","2,25 €",Preis pro 1 KG,(Packung 750 Gramm),edeka
27,Meica Curry King,"1,99 €","0,90 €",Preis pro 100 Gramm,(Packung 220 Gramm),edeka
28,Gut & Günstig Orangen Nektar,"0,85 €","0,57 €",Preis pro 1 Liter,(Pet-Flasche 1.5 L),edeka
29,Gut & Günstig Gulasch Suppe ungarische Art,"0,99 €","2,48 €",Preis pro 1 Liter,(Dose 400 ML),edeka
30,Kinder Schokolade,"0,77 €","0,77 €",Preis pro 100 Gramm,"(Tafel 100 Gramm, 8 Riegel)",edeka
31,Zentis Nusspli Nuss Nougat Creme,"1,59 €","3,98 €",Preis pro 1 KG,(Becher 400 Gramm),edeka
32,Gut & Günstig Pazifische Wildlachsfilets,"2,79 €","1,12 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
33,Gut & Günstig Tomaten Creme Suppe,"0,89 €","2,23 €",Preis pro 1 Liter,(Dose 400 ML),edeka
34,Dr. Oetker Die Ofenfrische Pizza Speciale,"2,19 €","0,54 €",Preis pro 100 Gramm,(Packung 405 Gramm),edeka
35,Gut & Günstig Frischkäse mit Kräutern,"0,66 €","0,33 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
36,Gut & Günstig Baguette Salami luftgetrocknet - in Scheiben,"1,29 €","1,29 €",Preis pro 100 Gramm,(Packung 100 Gramm),edeka
37,"Iglo Filegro Backfisch Traditioneller Ofen-Backfisch, 2 Stück","2,99 €","1,25 €",Preis pro 100 Gramm,(Packung 240 Gramm),edeka
38,Krüger Family Cappuccino White,"3,29 €","6,58 €",Preis pro 1 KG,(Nachfüllbeutel 500 Gramm),edeka
39,Light Live hugo Alcohol Free,"2,49 €","3,32 €",Preis pro 1 Liter,(Flasche (Glas) 0.75 L),edeka
40,Kellogs Cornflakes die Originalen,"4,49 €","5,99 €",Preis pro 1 KG,(Family / Super Pack 750 Gramm),edeka
41,"Gut & Günstig Steinofen Pizza Vier Käse,  2 x 350 g","2,49 €","3,56 €",Preis pro 1 KG,(Packung 700 Gramm),edeka
42,Gut & Günstig Salzstangen,"0,39 €","0,16 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
43,Milka Alpenmilch Schokolade,"0,79 €","0,79 €",Preis pro 100 Gramm,(Tafel 100  Gramm),edeka
44,Havana Club Anejo 3 Anos 3 Jahre,"13,99 €","19,99 €",Preis pro 1 Liter,(Flasche (Glas) 0.7 L),edeka
45,"EDEKA Laktosefreie haltbare Schlagsahne min 30% Fett, ultrahocherhitzt","0,87 €","0,44 €",Preis pro 100 Gramm,(Becher 200 Gramm),edeka
46,Köstritzer Schwarzbier,"14,79 €","1,48 €",Preis pro 1 Liter,"(Kasten 10 L, 20 x 0,5 L)",edeka
47,Gut & Günstig Feiner Zucker Raffinade,"0,85 €","0,85 €",Preis pro 1 KG,(Packung 1000 Gramm),edeka
48,Gut & Günstig Gyros gefrostet,"2,69 €","5,38 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
49,Gut & Günstig Schlemmer-Filet Bordelaise,"1,99 €","4,98 €",Preis pro 1 KG,(Packung 400 Gramm),edeka
50,Gut & Günstig Edle Matjesfilets,"1,29 €","0,52 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
51,Gut & Günstig Delikatess Salami in Scheiben,"1,15 €","0,58 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
52,Gut & Günstig Choco Drink,"2,29 €","2,86 €",Preis pro 1 KG,(Packung 800 Gramm),edeka
53,Gut & Günstig Wiener Würstchen 2  x 200 g,"2,79 €","6,98 €",Preis pro 1 KG,(Packung 400 Gramm),edeka
54,Edeka Mascarpone 82% Fett,"1,79 €","0,72 €",Preis pro 100 Gramm,(Becher 250 Gramm),edeka
55,Gut & Günstig Jagdwurst Norddeutscher Art,"0,79 €","0,40 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
56,Gut & Günstig Tafel Essig aus Branntwein,"0,39 €","0,52 €",Preis pro 1 Liter,(Flasche (Glas) 0.75 L),edeka
57,John West Thunfischfilets Natur ohne Öl,"1,99 €","1,24 €",Preis pro 100 Gramm,(Dose 160 Gramm),edeka
58,Danone Actimel Classic,"1,69 €","4,23 €",Preis pro 1 KG,"(Packung 400 Gramm, 4 x 100 g)",edeka
59,Sylter Salatfrische Dressing,"1,49 €","0,60 €",Preis pro 100 ml,(Flasche (Glas) 250 ML),edeka
60,Berchtesgadener Land Bergbauern Butter Gesamtfettgehalt: 82% Fett,"1,89 €","0,76 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
61,EDEKA Ananas Direktsaft Direktsaft - mit Fruchtfleisch,"1,59 €","1,59 €",Preis pro 1 Liter,(Getränkekarton 1 L),edeka
62,President Meersalzbutter mit Meersalzkörner,"3,29 €","1,32 €",Preis pro 100 Gramm,(Becher 250 Gramm),edeka
63,Rocher Pralinen,"3,49 €","1,75 €",Preis pro 100 Gramm,"(Packung 200 Gramm, 16 Stück)",edeka
64,Dr. Oetker Ristorante Pizza Salame,"1,66 €","0,52 €",Preis pro 100 Gramm,(Karton 320 Gramm),edeka
65,Kerrygold Original Irische Butter mildgesäuert,"1,11 €","0,44 €",Preis pro 100 Gramm,(Packung 250  Gramm),edeka
66,Coppenrath & Wiese Unsere Goldstücke Weizenbrötchen,"1,59 €","3,79 €",Preis pro 1 KG,"(Packung 420 Gramm, 6 Stück)",edeka
67,Gut & Günstig Gebäckmischung mit feinen Waffeln,"0,99 €","1,98 €",Preis pro 1 KG,(Beutel 500 Gramm),edeka
68,Edeka Bio Apfelsaft Direktsaft - Naturtrüb,"1,49 €","1,49 €",Preis pro 1 Liter,(Getränkekarton 1 L),edeka
69,Gut & Günstig Corned Beef Scheiben der leichte Genuss,"1,59 €","0,80 €",Preis pro 100 Gramm,(Vakuum 200 Gramm),edeka
70,Rama Margarine Classic,"1,59 €","3,18 €",Preis pro 1 KG,(Becher 500  Gramm),edeka
71,Alnatura Tomaten Ketchup,"1,79 €","3,58 €",Preis pro 1 Liter,(Flasche (Glas) 0.5 L),edeka
72,Iglo Rahmspinat der mit dem Blubb,"1,59 €","3,18 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
73,"Müller Müllermilch Schoko, 1,5 % Fett","0,89 €","2,23 €",Preis pro 1 KG,(Flasche (Kunststoff) 400 Gramm),edeka
74,"Pepsi Max 6 x 1,5 L","0,95 €","0,63 €",Preis pro 1 Liter,(Pet-Flasche 1.5 L),edeka
75,Nescafe Classic Original,"6,99 €","3,50 €",Preis pro 100 Gramm,(Glas 200 Gramm),edeka
76,Edeka Bio Blattspinat erntefrisch tiefgefroren,"1,19 €","2,64 €",Preis pro 1 KG,(Packung 450 Gramm),edeka
77,EDEKA Bio Gemüsebrühe,"0,99 €","0,71 €",Preis pro 100 Gramm,(Glas 140 Gramm),edeka
78,Edeka Bio Schwarzwälder Schinken Aufschnitt,"3,29 €","3,29 €",Preis pro 100 Gramm,(Packung 100 Gramm),edeka
79,"Gut & Günstig Kaffee Filter Größe 4 ,naturbraun, ungebleicht","0,45 €","0,45 €",Preis pro 100 Stück,(Packung 100 Stück),edeka
80,Gut & Günstig Chicken Wings Barbecue,"2,89 €","3,85 €",Preis pro 1 KG,(Packung 750 Gramm),edeka
81,Edeka Espana Chorizo Pamplona Paprikasalami mild würzig,"1,49 €","1,86 €",Preis pro 100 Gramm,(Packung 80 Gramm),edeka
82,Edeka Premium Orange Direktsaft mit Fruchtfleisch,"1,59 €","1,59 €",Preis pro 1 Liter,(Pet-Flasche 1 L),edeka
83,Gut & Günstig Bierschinken,"1,19 €","0,60 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
84,EDEKA Bio Kaffee Auslese,"3,75 €","7,50 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
85,Hela Curry Gewürz Ketchup delikat,"2,49 €","3,11 €",Preis pro 1 Liter,(Flasche (Kunststoff) 800 ML),edeka
86,Punica Classics Nektar Multivitamin 17+4,"0,95 €","0,63 €",Preis pro 1 Liter,(Pet-Flasche 1500 ML),edeka
87,Miracoli Spaghetti Klassiker mit Tomatensauce,"1,29 €","0,32 €",Preis pro 100 Gramm,"(Packung 397 Gramm, 2 - 3 Portionen)",edeka
88,"Salakis Schafskäse Natur, 50 % Fett","1,69 €","0,85 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
89,Grafschafter Goldsaft Zuckerrübensirup,"1,49 €","2,98 €",Preis pro 1 KG,(Dosierflasche 500 Gramm),edeka
90,Dr. Oetker Rote Grütze herrlich fruchtig,"1,68 €","3,36 €",Preis pro 1 KG,(Becher 500 Gramm),edeka
91,"Gut & Günstig Frische fettarme Milch 1,5 % Fett, länger haltbar","0,65 €","0,65 €",Preis pro 1 Liter,(Getränkekarton 1 L),edeka
92,Gut & Günstig Fischstäbchen,"1,99 €","4,42 €",Preis pro 1 KG,(Packung 450 Gramm),edeka
93,Gut & Günstig Sonnenblumenöl,"1,49 €","1,49 €",Preis pro 1 Liter,(Flasche (Kunststoff) 1000 ML),edeka
94,Gut & Günstig Pflanzenöl aus Raps,"1,29 €","1,29 €",Preis pro 1 Liter,(Flasche (Kunststoff) 1000 ML),edeka
95,"Gut & Günstig Toilettenpapier 10-er-Pack 3-lagig, 10 x 200 Blatt","2,75 €","1,38 €",Preis pro 1000 Blatt,(Packung 2000 Blatt),edeka
96,Gut & Günstig Deutsche Markenbutter mildgesäuert,"1,59 €","0,64 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
97,Gut & Günstig Haferflocken zart,"0,39 €","0,78 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
98,Gut & Günstig Pangasius Filets 3-5 naturbelassene Filets,"2,49 €","4,98 €",Preis pro 1 KG,(Beutel 500 Gramm),edeka
99,Gut & Günstig Caffe Espresso,"6,99 €","6,99 €",Preis pro 1 KG,(Packung 1000 Gramm),edeka
100,Mehlig & Heller Opas Weißer,"2,49 €","0,83 €",Preis pro 100 Gramm,(Glas 300 Gramm),edeka
101,EDEKA Baumkuchen Spitzen Vollmilch,"1,09 €","5,45 €",Preis pro 1 KG,(Packung 200 Gramm),edeka
102,"Gut & Günstig Levkos in Salzlake, 45% Fett","1,25 €","2,08 €",Preis pro 1 KG,(Packung 600 Gramm),edeka
103,Gut & Günstig Gnocchi,"1,25 €","2,08 €",Preis pro 1 KG,(Packung 600 Gramm),edeka
104,Gut & Günstig Delikatess Herings Salat,"0,75 €","0,30 €",Preis pro 100 Gramm,(Becher 250 Gramm),edeka
105,Gut & Günstig Delikatess Metzgerschinken Spitzenqualität,"1,99 €","1,00 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
106,Gut & Günstig Cabanossi,"1,49 €","0,50 €",Preis pro 100 Gramm,(Packung 300 Gramm),edeka
107,Gut & Günstig King Prawns Natur,"3,49 €","1,40 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
108,gut & günstig Knusper Dinos,"1,99 €","4,98 €",Preis pro 1 KG,(Packung 400 Gramm),edeka
109,Gut & günstig Spritzgebäck Mischung,"0,99 €","0,20 €",Preis pro 100 Gramm,(Beutel 500 Gramm),edeka
110,Mask Energy Drink Wanted Energy Drink,"0,59 €","2,36 €",Preis pro 1 Liter,(Dose 250 ML),edeka
111,Brandt Hobbits Schoko Hafer Mürbekeks mit Vollmilchschokolade,"1,89 €","0,76 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
112,Krüger Family Cappuccino Classico,"3,29 €","6,58 €",Preis pro 1 KG,(Beutel 500 Gramm),edeka
113,Coca Cola Zero,"0,95 €","0,63 €",Preis pro 1 Liter,(Pet-Flasche 1.5 L),edeka
114,Wagner Big Pizza Boston,"1,99 €","0,47 €",Preis pro 100 Gramm,(Packung 420 Gramm),edeka
115,"Old Amsterdam Gouda alt Holländischer Schnittkäse Alt, in Scheiben,  48 % Fett","2,39 €","1,91 €",Preis pro 100 Gramm,(Packung 125 Gramm),edeka
116,Stockmeyer Geflügel Leberwurst,"0,59 €","0,47 €",Preis pro 100 Gramm,(Rolle 125 Gramm),edeka
117,Meggle Trüffel-Butter,"3,99 €","4,99 €",Preis pro 100 Gramm,(Glas 80  Gramm),edeka
118,Nadler Heringssalat mit Roter Bete,"1,29 €","0,65 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
119,Alberto Lasagne Bolognese,"1,99 €","4,98 €",Preis pro 1 KG,(Kunststoffschale 400 Gramm),edeka
120,Costa Lachslasagne Blattspinat,"3,49 €","11,08 €",Preis pro 1 KG,(Packung 380 Gramm),edeka
121,Dr. Oetker Bistro Baguette Champignons,"1,39 €","0,56 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
122,Schwartau Extra Wellness Blauer Beeren-Mix,"1,89 €","0,73 €",Preis pro 100 Gramm,(Glas 260 Gramm),edeka
123,Nescafe Gold Das Original,"9,99 €","5,00 €",Preis pro 100 Gramm,(Glas 200 Gramm),edeka
124,Rotkäppchen Sekt Alkoholfrei,"3,99 €","5,32 €",Preis pro 1 Liter,(Flasche (Glas) 750 ML),edeka
125,Jola Rindfleisch im eigenen Saft,"1,99 €","0,50 €",Preis pro 100 Gramm,(Dose 400 Gramm),edeka
126,San Pellegrino Mineralwasser,"0,77 €","0,77 €",Preis pro 1 Liter,(Pet-Flasche 1000 ML),edeka
127,Schöfferhofer Grapefruit,"3,99 €","2,02 €",Preis pro 1 Liter,(Pack 1.98 L),edeka
128,Barilla Spaghetti No.5,"0,69 €","1,38 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
129,"Schlemmerküche Thunfischsalat Mexicana, mit roten Bohnen und Mais","1,39 €","0,87 €",Preis pro 100 Gramm,(Dose 160 Gramm),edeka
130,Gut & Günstig Lasagne Bolognese,"2,89 €","2,89 €",Preis pro 1 KG,(Packung 1 KG),edeka
131,Edeka Premium Blutorange Direktsaft mit Fruchtfleisch,"1,99 €","1,99 €",Preis pro 1 Liter,(Pet-Flasche 1 L),edeka
132,Edeka Griechischer Feta,"1,79 €","0,90 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
133,EDEKA Knusper Ente mit Orangen-Portweinsauce,"4,99 €","1,19 €",Preis pro 100 Gramm,(Packung 420 Gramm),edeka
134,EDEKA Pfifferlinge,"4,49 €","1,50 €",Preis pro 100 Gramm,(Packung 300 Gramm),edeka
135,EDEKA Torten Pfirsiche in Schnitten gezuckert,"1,99 €","2,43 €",Preis pro 1 KG,(Dose 820 Gramm),edeka
136,EDEKA Chicken Cheese Nuggets,"2,49 €","6,23 €",Preis pro 1 KG,(Packung 400 Gramm),edeka
137,"Ramazzotti Amaro Kräuterbitter, 30% Vol.","11,99 €","17,13 €",Preis pro 1 Liter,(Flasche (Glas) 0.7 L),edeka
138,Gut & Günstig Nuss Nougat Creme,"1,15 €","2,88 €",Preis pro 1 KG,(Glas 400 Gramm),edeka
139,Funny Frisch Chipsfrisch Ungarisch,"1,29 €","0,74 €",Preis pro 100 Gramm,(Beutel 175 Gramm),edeka
140,Jack Daniels Whisky Old Time No. 7 40 % Vol.,"14,99 €","21,41 €",Preis pro 1 Liter,(Flasche (Glas) 0.7 L),edeka
141,EDEKA Espana Serrano Schinken,"1,79 €","2,24 €",Preis pro 100 Gramm,(Packung 80 Gramm),edeka
142,Becks Pils,"15,95 €","1,60 €",Preis pro 1 Liter,"(20 x 0,5 L, Kasten 10 L)",edeka
143,Meggle die Alpenbutter,"0,99 €","0,40 €",Preis pro 100 Gramm,(Packung 250  Gramm),edeka
144,Maxwell House Klassisch,"4,99 €","2,50 €",Preis pro 100 Gramm,(Glas 200 Gramm),edeka
145,Uncle Bens Basmati Reis 10 Minuten 4 x 125 g - im Kochbeutel,"2,79 €","5,58 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
146,De Beukelaer Prinzen Rolle mit Kakaocreme,"1,49 €","0,37 €",Preis pro 100 Gramm,(Rolle 400 Gramm),edeka
147,Berchtesgadener Land Topfen- Bayerischer Speisequark Rahmstufe,"0,79 €","0,32 €",Preis pro 100 Gramm,(Becher 250 Gramm),edeka
148,Pfanner Der Grüne Tee Zitrone-Kaktusfeige,"1,44 €","0,72 €",Preis pro 1 Liter,(Getränkekarton 2 L),edeka
149,Edeka Bancetto Lasagne Pasta die Semola di Grano Duro,"1,49 €","2,98 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
150,Edeka Backstube Rum Creme Waffeln,"0,99 €","0,50 €",Preis pro 100 Gramm,(Beutel 200 Gramm),edeka
151,EDEKA Bratapfel Eis,"1,58 €","6,08 €",Preis pro 1 Liter,(Packung 260 ML),edeka
152,EDEKA Steinpilze,"1,79 €","0,84 €",Preis pro 100 ml,(Dose 212 ML),edeka
153,EDEKA mein Bayern Leberspätzlesuppe,"1,69 €","4,23 €",Preis pro 1 Liter,(Dose 400 ML),edeka
154,"Gut & Günstig Steinofen Pizza 3-er Edelsalami, 3 x 350 g","2,49 €","0,24 €",Preis pro 100 Gramm,(Packung 1050 Gramm),edeka
155,Gut & Günstig Choco Chips,"1,99 €","2,65 €",Preis pro 1 KG,(Packung 750 Gramm),edeka
156,gut & günstig Bienenstich,"2,59 €","4,32 €",Preis pro 1 KG,(Packung 600 Gramm),edeka
157,Gut & Günstig Hähnchenbrustfilet in Aspik,"1,49 €","0,75 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
158,Martini Prosecco Vino frizzante,"6,99 €","9,32 €",Preis pro 1 Liter,(Flasche (Glas) 0.75 L),edeka
159,Martini Bianco 15 % Vol.,"6,99 €","9,32 €",Preis pro 1 Liter,(Flasche (Glas) 750 ML),edeka
160,Gut & Günstig Nuss Müsli,"1,49 €","1,49 €",Preis pro 1 KG,(Packung 1000 Gramm),edeka
161,Remy Martin VSOP 40 % Vol.,"32,95 €","47,07 €",Preis pro 1 Liter,(Flasche (Glas) 700 ML),edeka
162,EDEKA Backfisch Seelachsfilets,"2,99 €","1,20 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
163,Homann Salat Buffet Russisch Ei in Aspik auf Fleischsalat,"1,39 €","0,70 €",Preis pro 100 Gramm,(Becher 200 Gramm),edeka
164,Alpia Alpenmilch Schokolade,"0,44 €","0,44 €",Preis pro 100 Gramm,(Tafel 100 Gramm),edeka
165,Gut & Günstig Qualitäts-Weizenmehl Type 405,"0,45 €","0,45 €",Preis pro 1 KG,(Packung 1000 Gramm),edeka
166,Gut & Günstig Emmentaler gerieben,"1,29 €","0,65 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
167,Gut und Günstig Hähnchen Cordon bleu gefroren,"2,49 €","4,98 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
168,Gut & Günstig Parboiled Reis Spitzen-Langkorn-Reis,"0,85 €","0,85 €",Preis pro 1 KG,(Packung 1 KG),edeka
169,"Gut & Günstig französischer Weichkäse oval, 60% Fett","1,09 €","0,55 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
170,Gut & Günstig französischer Brie,"0,99 €","0,50 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
171,Gut & Günstig Orangensaft mit Fruchtfleisch,"0,95 €","0,95 €",Preis pro 1 Liter,(Getränkekarton 1 L),edeka
172,Gut & Günstig Sprühfertige Schlagsahne,"0,99 €","0,40 €",Preis pro 100 ml,(Sprühflasche 250 ML),edeka
173,Gut & Günstig Backofen Frites Feinschnitt,"1,09 €","1,09 €",Preis pro 1 KG,(Beutel 1 KG),edeka
174,Gut & Günstig Beerenmischung gesüßt,"2,39 €","3,19 €",Preis pro 1 KG,(Beutel 750 Gramm),edeka
175,"Gut & Günstig Steinofen Pizza Thunfisch,  2 x 365 g","2,49 €","3,41 €",Preis pro 1 KG,(Packung 730 Gramm),edeka
176,Gut & Günstig Apfelsaft PET,"0,59 €","0,59 €",Preis pro 1 Liter,(Pet-Flasche 1 L),edeka
177,Gut & Günstig Feine Sahne Heringsfilets,"1,19 €","2,98 €",Preis pro 1 KG,(Becher 400 Gramm),edeka
178,Gut & Günstig Delikatess Hinter Kochschinken,"1,15 €","0,58 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
179,Gut & Günstig Milchreis Classic,"0,29 €","0,15 €",Preis pro 100 Gramm,(Becher 200 Gramm),edeka
180,Gut & Günstig Land Cervelatwurst,"1,15 €","0,58 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
181,Gut & Günstig Katenrauchwurst,"1,09 €","0,55 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
182,Gut & Günstig Edelsalami am Stück,"3,79 €","5,83 €",Preis pro 1 KG,(Packung 650 Gramm),edeka
183,Gut & Günstig Käse Aufschnitt 45% Fett,"1,39 €","0,56 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
184,"Gut & Günstig Emmentaler am Stück, 45% Fett","2,29 €","5,73 €",Preis pro 1 KG,(Packung 400 Gramm),edeka
185,Gut & Günstig Früchte Müsli,"1,69 €","2,25 €",Preis pro 1 KG,(Packung 750 Gramm),edeka
186,Rio Grande Cranberry Nektar,"0,69 €","0,28 €",Preis pro 100 Gramm,(),edeka
187,EDEKA Espana Calamares im Backteig,"1,29 €","0,72 €",Preis pro 100 Gramm,(Packung 180 Gramm),edeka
188,EDEKA Rahmporree,"4,79 €","2,52 €",Preis pro 100 Gramm,(Glas 190 Gramm),edeka
189,Gut & günstig Hot Dog Rolls,"4,79 €","2,52 €",Preis pro 100 Gramm,(Glas 190 Gramm),edeka
190,Edeka Gourmet Apfel Rotkohl mit Gänseschmalz,"1,79 €","0,60 €",Preis pro 100 Gramm,(),edeka
191,gut & günstig Fine Mints,"0,99 €","0,71 €",Preis pro 100 Gramm,(Glas 140 Gramm),edeka
192,EDEKA Bio Klare Hühnerbrühe,"2,19 €","0,58 €",Preis pro 100 Gramm,(Packung 375 Gramm),edeka
193,Zimmermann Bayerische Mini Leberknödel,"0,95 €","0,95 €",Preis pro 100 Gramm,(Tafel 100 Gramm),edeka
194,EDEKA Bio Schweizer Vollmilch Schokolade,"2,49 €","4,98 €",Preis pro 1 KG,(Beutel 500 Gramm),edeka
195,EDEKA Bio Eiscreme Schokolade,"1,89 €","4,73 €",Preis pro 1 KG,(Packung 400 Gramm),edeka
196,EDEKA Gemüse Pommes,"0,69 €","1,38 €",Preis pro 1 KG,(Flasche (Kunststoff) 500 Gramm),edeka
197,Gut & Günstig Frühlingsrollen Huhn,"1,39 €","3,09 €",Preis pro 1 KG,(Packung 450 Gramm),edeka
198,"Gut & Günstig Probiotischer Joghurt Drink Zitrone Limette, 0,1 % Fett","0,69 €","0,23 €",Preis pro 100 Gramm,(),edeka
199,Gut & Günstig Königsberger Klopse,"0,79 €","1,58 €",Preis pro 1 Liter,(Flasche (Kunststoff) 500 ML),edeka
200,Gut & Günstig Hamburger Buns,"0,79 €","1,88 €",Preis pro 1 KG,(Glas 420 Gramm),edeka
201,Gut & Günstig Tomaten Ketchup,"0,39 €","0,20 €",Preis pro 100 Gramm,(Becher 200 Gramm),edeka
202,Gut & Günstig Nudelsauce Bolognese,"2,79 €","5,58 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
203,Gut & Günstig Gebäckstangen Käse,"0,99 €","0,66 €",Preis pro 100 Gramm,(Packung 150 Gramm),edeka
204,Gut & Günstig Gebäckstangen Salz,"0,99 €","0,66 €",Preis pro 100 Gramm,(Packung 150 Gramm),edeka
205,"Gut & Günstig Hähnchenbrust Streifen vorgebacken, gefroren","1,89 €","0,76 €",Preis pro 100 Gramm,(Packung 250 Gramm),edeka
206,Gut & Günstig Mini Hähnchen Schnitzel mit Knusperpanade 8-12 Stück,"2,89 €","5,78 €",Preis pro 1 KG,(Packung 500 Gramm),edeka
207,Gut & Günstig Cola Light,"0,39 €","0,26 €",Preis pro 1 Liter,(Pet-Flasche 1.5 L),edeka
208,Gut & Günstig Backofen Frites Wellenschnitt,"1,15 €","1,15 €",Preis pro 1 KG,(Beutel 1 KG),edeka
209,"Gut & Günstig Erdnüsse geröstet, gesalzen","0,59 €","0,30 €",Preis pro 100 Gramm,(Dose (Weißblech) 200 Gramm),edeka
210,Gut & Günstig Bierwurst,"0,79 €","0,40 €",Preis pro 100 Gramm,(Packung 200 Gramm),edeka
211,Gut & Günstig Delikatess Schinken Fleischwurst,"2,29 €","3,52 €",Preis pro 1 KG,(Vakuum 650 Gramm),edeka
