,Name,Price,Unit,Packet Size,Supermarket,Category,Comparable Price
48,Confifrucht Diät Konfitüre extra Erdbeer,0.95,100 Gramm,Glas 430 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
49,Confifrucht Diät Konfitüre extra Sauerkirsch,0.95,100 Gramm,Glas 430 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
50,Moreno Kaffeepads mild,2.79,100 Gramm,Packung 288 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.0
51,Moreno Kaffee Pads entcoffeiniert,2.79,100 Gramm,Packung 288 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.0
52,Combo / Aldi Nord Cappuccino Pulver Classico,1.69,100 Gramm,Dose 200 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.845
53,Gletscherkrone Gourmet Flakes mit Schokolade,1.99,100 Gramm,Packung 425 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.46799999999999997
54,Gletscherkrone Gourmet Flakes Red Fruit,1.99,100 Gramm,Packung 425 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.47
55,"Gut Bio Früchtetee im Aufgussbeutel, 25 x 2,5 g",1.39,100 Gramm,Packung 62.5 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",2.22
56,Combo family Cappuccino weiß und heiß,2.79,100 Gramm,Dose 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.558
57,Süssli Süßstoff,0.89,Preis pro 100 Stück,Dose 1200 Stück,aldi-nord,"Müsli, Konfitüre & Kaffee",0.07
58,Westminster / Aldi Nord Zitronentee Getränk,0.89,100 Gramm,Dose 400 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.223
59,Milsa Kaffeesahne 12 % Fett,0.35,100 Gramm,Becher 200 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.18
60,Confifrucht Marmelinchen Erdbeer,0.75,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.3
61,"Westminster / Aldi Nord Erdbeere im Aufgussbeutel, 25 x 3 g",0.95,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.27
62,"Westminster / Aldi Nord Apfel im Aufgussbeutel, 25 x 3 g",0.95,100 Gramm,Packung 25 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",3.8
63,Gut Bio Knusper-Müsli aus vollem Korn,2.49,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.49800000000000005
64,Kölln Echte Kernige,0.99,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.198
65,Dr. Oetker Vitalis Weniger süß Knusper Pur,2.79,100 Gramm,Packung 600 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.465
66,Dr. Oetker Vitalis Knusper Schoko,2.79,100 Gramm,Packung 600 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.465
67,Dr. Oetker Vitalis Knusper Müsli,2.79,100 Gramm,Packung 600 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.465
68,Prima Bio / Aldi Nord Bio Kräutertee 25 Aufgußbeutel a 2 g,1.39,100 Gramm,Packung 50 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",2.78
69,Tamara Konfitüre extra Erdbeer-Orange,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
70,Aldi Nord Kaffeeweißer,0.69,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.28
71,Confifrucht Marmelinchen Sauerkirsch,0.85,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.34
72,Tamara Konfitüre extra Himbeer Limone,0.95,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.21
73,Gut Bio Schoko Amaranth Knusper-Müsli mit 11% Amaranth,2.49,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.49800000000000005
74,Ofenbistro Käseaufstrich Pizza,1.59,100 Gramm,Becher 175 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.91
75,Tamara Konfitüre extra Pflaume Kirsche 50% Frucht,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
76,ideal Haferflocken Kernige Vollkorn,0.39,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.078
77,Ofenbistro Käseaufstrich Champignon,1.59,100 Gramm,Becher 175 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.91
78,Confifrucht Marmelinchen Fruchtaufstrich Himbeer,0.69,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.28
79,Confifrucht Marmelinchen Fruchtaufstrich Pflaume,0.69,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.28
80,Confifrucht Marmelinchen Fruchtaufstrich Schwarze Johannisbeer,0.69,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.28
81,Combo / Aldi Nord Typ Latte Macchiato,1.69,100 Gramm,Dose 200 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.85
82,"Westminster Tea Grüner Tee China Chun Mee lose, Vanille lieblich & vollmundig",2.49,100 Gramm,Packung 200 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.25
83,Kena Mild mild & fein,3.49,100 Gramm,Glas 200 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.75
84,Combo / Aldi Nord Cappuccino Pulver Caramel,1.69,100 Gramm,Dose 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.6759999999999999
85,Confifrucht Marmelinchen Fruchtaufstrich Aprikose,0.75,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.3
86,Ofterdinger Geflügel Brotaufstrich,0.89,100 Gramm,Becher 150 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.59
87,Ofterdinger Brotaufstrich Elsässer Art,0.89,100 Gramm,Becher 150 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.59
88,Ofterdinger Brotaufstrich Orientalisch,0.89,100 Gramm,Becher 150 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.59
89,Ofterdinger Brotaufstrich Frühlingszwiebel Schinken,0.89,100 Gramm,Becher 150 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.59
90,Confifrucht Fruchtaufstrich 75% Aprikose,0.95,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.38
91,Moreno Typ Cappuccino klassisch,1.49,100 Gramm,Glas 340 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.44
92,Gut Bio Himbeer Konfitüre Extra,0.95,100 Gramm,Packung 1 KG,aldi-nord,"Müsli, Konfitüre & Kaffee",0.095
93,Diamant Aldi Nord Würfel Zucker,1.79,100 Gramm,Packung 750 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.23900000000000002
94,Gletscherkrone Activ Müsli Knusper,1.79,100 Gramm,Packung 750 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.23900000000000002
95,Gletscherkrone Activ Müsli Schoko,0.95,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.27
96,"Westminster / Aldi Nord Erdbeere Himbeere im Aufgussbeutel, 25 x 3 g",2.49,100 Gramm,Packung 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.0
97,Westminster Grüner Tee China Chun Mee,0.95,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.27
98,"Westminster Winter Früchtetee Heißer Cranberry, 25 x 3 g",0.69,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.13799999999999998
99,Südzucker Gelier Zucker 2 plus 1,0.69,100 Gramm,Packung 87.5 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.79
100,"Westminster / Aldi Nord Hagebuttentee im Aufgussbeutel, 25 x 3,5 g",0.95,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.27
101,"Westminster / Aldi Nord Blutorange im Aufgussbeutel, 25 x 3 g",0.95,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.27
102,"Westminster / Aldi Nord Waldbeere im Aufgussbeutel, 25 x 3 g",1.29,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.72
103,"Westminster Winter Früchtetee Heißer Sanddorn, 25 x 3 g",1.29,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.72
104,Kena / Aldi Nord Mocca mild,3.49,100 Gramm,Glas 200 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.75
105,Gletscherkrone Activ Müsli Knusper Himbeer Joghurt,1.79,100 Gramm,Packung 750 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.23900000000000002
106,"Gut Bio Kräutertee im Aufgussbeutel, 25 x 2 g",1.39,100 Gramm,Packung 50 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",2.78
107,"Gut Bio Fencheltee im Aufgussbeutel, 25 x 3 g",1.39,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.85
108,Gletscherkrone Activ Müsli Schoko Knusper,1.79,100 Gramm,Packung 750 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.23900000000000002
109,Westminster / Aldi Nord Wildfruchttee Getränk für 4 Liter,2.79,100 Gramm,Dose 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.558
110,Moreno family Cappuccino mit feiner Schokonote,1.49,100 Gramm,Glas 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.298
111,Aldi Nord Imkerhonig Cremig,1.19,100 Gramm,Dose 400 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.298
112,"Westminster / Aldi Nord Heißer Apfel im Aufgussbeutel, 25 x 3 g",1.19,100 Gramm,Dose 400 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.298
113,Moreno Typ Cappuccino weniger süß im Geschmack,1.39,100 Gramm,Packung 25 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",5.56
114,Westminster / Aldi Nord Apfeltee Getränk,1.39,100 Gramm,Packung 25 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",5.56
115,"Aldi Nord Kaffee Filter Größe 4, naturbraun, ungebleicht",0.45,Preis pro 100 Stück,Packung 100 Stück,aldi-nord,"Müsli, Konfitüre & Kaffee",0.45
116,Gletscherkrone Activ Müsli Multikorn,1.79,100 Gramm,Packung 750 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.23900000000000002
117,"Westminster / Aldi Nord Pfefferminztee 25 x 2,25 g",0.45,100 Gramm,Packung 56.25 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.8
118,"Westminster / Aldi Nord Kamillentee im Aufgussbeutel, 25 x 1,5 g",0.45,100 Gramm,Packung 37.5 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.2
119,Goldland Sommerblüten Honig mit Wildblüte,2.39,100 Gramm,,aldi-nord,"Müsli, Konfitüre & Kaffee",0.47800000000000004
120,Kena Schon Cafe entcoffeiniert,2.59,100 Gramm,Glas 200 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.3
121,Ofenbistro Käseaufstrich Flammkuchen,1.59,100 Gramm,Becher 175 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.91
122,Combo / Aldi Nord Cappuccino Pulver weiß und hell,1.69,100 Gramm,Dose 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.6759999999999999
123,Tamara Fein & Fruchtig Fruchtaufstrich Cremiger Fruchtaufstrich,0.75,100 Gramm,Glas 300 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.25
124,Vom Besten Imkerhonig mild köstliches Aroma,1.39,100 Gramm,Glas 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.27799999999999997
125,"Milsa Kaffeesahne 10 % Fett, 20 x 10 g",0.45,100 Gramm,Packung 200 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.23
126,Ofterdinger Paprika Chili Brotaufstrich,0.89,100 Gramm,Becher 150 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.59
127,Diamant Gelier Rohrzucker 1:1,1.49,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.298
128,Tamara Pflaumenmus,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
129,Sommer Blütenhonig,2.99,100 Gramm,Spenderflasche 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.5980000000000001
130,Tamara Konfitüre extra Himbeer,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
131,Tamara Konfitüre extra Erdbeer Rhabarber 50% Frucht,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
132,Diadem Gelier Zucker 2 : 1,0.59,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.118
133,Ofterdinger Brotaufstrich Ei Bacon,0.89,100 Gramm,Becher 150 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.59
134,Gut Bio Haferpops,1.99,100 Gramm,Packung 375 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.5309999999999999
135,Tamara Konfitüre extra Heidelbeere,1.15,100 Gramm,Glas 370 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.31
136,Greece Kretischer Honig,4.69,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.042
137,Westminster / Aldi Nord Ingwertee pur,1.39,100 Gramm,Packung 25 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",5.56
138,Westminster / Aldi Nord Ingwertee Ingwer Zitronengras,1.39,100 Gramm,Packung 25 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",5.56
139,Westminster / Aldi Nord Ingwertee Ingwer Orange,1.39,100 Gramm,Packung 25 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",5.56
140,"Westminster Schwarzer Tee Ceylon Assam Mischung, 50 Beutel a 1,75 g",0.69,100 Gramm,Packung 87.5 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.79
141,Tamara Konfitüre extra Erdbeer Mango,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
142,Tamara Konfitüre extra Schwarze Johannisbeere,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
143,Combo family Cappuccino Caramel,2.79,100 Gramm,Dose 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.558
144,Combo family Cappuccino Schoko,2.79,100 Gramm,Dose 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.558
145,"Westminster Sommertee Limette, 25 x 3 g",1.29,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.72
146,"Westminster Sommertee Pfirsich und Zitrone, 25 x 3 g",1.29,100 Gramm,Packung 75 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.72
147,Kölner Gelierzucker 2:1,0.79,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.158
148,Moreno Typ Eiskaffee mit Milch,1.59,100 Gramm,Dose 275 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.58
149,Tamara Konfitüre extra Pflaume Zwetschge,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
150,Gletscherkrone Lucky Crisp,1.99,100 Gramm,Packung 750 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.265
151,Gletscherkrone Schoko Krunchy,1.99,100 Gramm,Packung 750 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.265
152,Gut Bio Erdbeer Konfitüre Extra,1.49,100 Gramm,Glas 340 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.44
153,Gut Bio Aprikose Konfitüre Extra,1.49,100 Gramm,Glas 340 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.44
154,Goldland Wald Honig,2.39,100 Gramm,,aldi-nord,"Müsli, Konfitüre & Kaffee",0.47800000000000004
155,Gletscherkrone Nut Crisp mit 80% Vollkorn,1.99,100 Gramm,Packung 750 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.265
156,Gut Bio Dinkel Früchte-Müsli aus vollem Korn,2.59,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.518
157,Contifrucht Fruchtaufstrich 75% Sauerkirsch-Heidelbeere,0.99,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.4
158,Contifrucht Fruchtaufstrich 75% Erdbeere,0.99,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.4
159,Contifrucht Fruchtaufstrich 75% Schwarzkirsch,0.99,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.4
160,Contifrucht Fruchtaufstrich 75% Aprikose,0.99,100 Gramm,Glas 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.4
161,Eurosuc Brauner Rohrzucker,0.79,100 Gramm,Beutel 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.158
162,Westminster Grüner Tee mit Vanille Aroma,2.49,100 Gramm,Packung 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.0
163,Westminster Grüner Tee mit Zitronen Aroma,2.49,100 Gramm,Packung 250 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",1.0
164,Westminster Englische Brotaufstriche Bramble,0.89,100 Gramm,Flasche Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.2
165,Westminster Englische Brotaufstriche Lemon,0.89,100 Gramm,Flasche Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.2
166,Aldi Nord Original Cranberry-Sirup aus Kanada,2.79,100 ml,Glas 250 ML,aldi-nord,"Müsli, Konfitüre & Kaffee",1.12
167,Aldi Nord Süßer Brotaufstrich Duo-Schoko-Creme,1.09,100 Gramm,Glas 350 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.311
168,Aldi Nord Süßer Brotaufstrich Duo-Erdbeer-Creme,1.09,100 Gramm,Glas 350 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.31
169,Aldi Nord Süßer Brotaufstrich Schoko-Knusper-Creme,1.09,100 Gramm,Glas 450 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.242
170,Combo Typ Eiskaffee,1.49,100 Gramm,Dose 275 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.54
171,Confifrucht Diät Konfitüre extra Pfirsich,0.95,100 Gramm,Glas 430 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.22
172,Gletscherkrone Nut Flakes mit Erdnüssen und Honig,2.09,100 Gramm,Packung 750 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.279
173,Gut Bio Knusper Müsli aus vollem Korn,2.59,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.518
174,Gut Bio Müsli Schoko Amaranth,2.59,100 Gramm,Packung 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.518
175,Gut Bio Sauerkirsch Konfitüre Extra,1.49,100 Gramm,Glas 340 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.44
176,Fair Faitrade Blütenhonig Cremig,3.99,100 Gramm,Glas 500 Gramm,aldi-nord,"Müsli, Konfitüre & Kaffee",0.798
177,Kölner Zucker Hut,3.29,100 ml,Flasche Glas 250 ML,aldi-nord,"Müsli, Konfitüre & Kaffee",1.32
