,Name,Price,Unit,Packet Size,Supermarket,Category,Comparable Price
44,Sprengel / Aldi Nord Gute Geister in Nuss,3.99,100 Gramm,Packung 400 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.0
45,Biscotto Schoko Waffelröllchen Zartbitter,0.89,100 Gramm,Packung 125 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.71
46,Traders Joes Haselnuss Kerne ganz,1.99,100 Gramm,Beutel 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.0
47,"Chateau Schokoriegel Latte Macchiato, 11 Stück",1.29,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.65
48,Gut Bio  / Aldi Nord Hafercookies mit Vollmilchschokolade,1.49,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.75
49,"Reichsgraf Schoko Dominosteine zartbitter, doppelt gefüllt",0.99,100 Gramm,Folie 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.4
50,Biscotto Blätterteig Herzen,1.69,100 Gramm,Packung 225 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.75
51,Biscotto Schoko Waffelröllchen Vollmilch,0.89,100 Gramm,Packung 125 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.71
52,Maurinus / Aldi Nord Schokolade Alpenrahm,0.39,100 Gramm,Tafel 100 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.39
53,Biscotto Blätterteig Fächer Fächerform,1.69,100 Gramm,Packung 225 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.75
54,Haribo Big Kiddies Box,4.79,100 Gramm,Dose 1.3 KG,aldi-nord,Süßwaren & Knabberartikel,0.37
55,Sprengel / Aldi Nord Edelste Pralinen mit feiner Zartbitterschokolade,3.99,100 Gramm,Packung 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.33
56,Gourmet Genuss Kartoffelchips Curry Style,0.99,100 Gramm,Beutel 125 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.79
57,Biscotto Florenz,2.59,100 Gramm,Packung 500 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.518
58,Trader Joes Soft Früchte Datteln,1.49,100 Gramm,Beutel 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.6
59,Biscotto Butter Ringe,1.49,100 Gramm,Packung 400 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.373
60,Reichsgraf Mozartkugeln,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.0
61,Biscotto Disney Küche Löwenstarke Knusperkekse,1.49,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.99
62,Funny Frisch Chipsfrisch Oriental,1.39,100 Gramm,Beutel 175 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.79
63,Biscotto Disney Küche Mini Vollkornbutterkeks,0.99,100 Gramm,Packung 175 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.57
64,Biscotto Lemon Cookies,0.99,100 Gramm,Beutel 175 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.57
65,Haribo Saft Goldbären,1.19,100 Gramm,Dose 175 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.68
66,Feurich Stapelchips Paprika,1.49,100 Gramm,Packung 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.6
67,Aldi Nord Knusper Schoklis,1.29,100 Gramm,Packung 225 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.57
68,Biscotto black and white Vanillecremefüllung,3.49,100 Gramm,"Packung 200 Gramm, 16 Stück",aldi-nord,Süßwaren & Knabberartikel,1.75
69,Rocher Pralinen,1.35,100 Gramm,Packung 450 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.3
70,Goldähren Zwieback,0.99,100 Gramm,Packung 125 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.79
71,Sprengel / Aldi Nord Haselnuss Nugat Happen,1.69,100 Gramm,Packung 500 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.34
72,Biscotto Doppelino 2 x 250 g Gebäck mit Kakaocreme Füllung,0.99,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.66
73,Leibniz Butterkeks 30% weniger Zucker,2.99,100 Gramm,"Packung 178 Gramm, 20 Stück",aldi-nord,Süßwaren & Knabberartikel,1.68
74,Kinder Country,1.99,100 Gramm,"Packung 211.5 Gramm, 9 x 23,5",aldi-nord,Süßwaren & Knabberartikel,0.94
75,Kinder Pingui Schoko,1.99,100 Gramm,"Family Pack 240 Gramm, 8 x 30 g",aldi-nord,Süßwaren & Knabberartikel,0.83
76,Oreo Doppelkeks Vanillegeschmack,1.49,100 Gramm,Packung 176 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.85
77,Chateau Schokoriegel Nuss & Crisp,1.29,Preis pro 100 Stück,Packung 200 Stück,aldi-nord,Süßwaren & Knabberartikel,0.65
78,Chateau Schokoriegel Erdbeer Joghurt,1.29,Preis pro 100 Stück,Packung 200 Stück,aldi-nord,Süßwaren & Knabberartikel,0.65
79,Storck Merci Finest Selection Grosse Vielfalt,2.39,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.2
80,Waldbaur Knusper Schoklis,1.39,100 Gramm,Packung 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.56
81,Mauritius Schoko & Gelee,0.69,100 Gramm,Packung 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.28
82,Choceur Schoko Knusper Riegel Vollmilch,1.15,100 Gramm,Packung 180 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.64
83,Chateau Nuss Schokolade Feinherb Nuss,1.09,100 Gramm,Tafel 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.55
84,Traders Joes Cashews geröstet und gesalzen,1.49,100 Gramm,Dose 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.99
85,Traders Joes Würzcashews geröstet und gewürzt,1.49,100 Gramm,Dose 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.99
86,Feurich Easy Chips Paprika geriffelt - 30 % weniger Fett,0.99,100 Gramm,Beutel 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.66
87,Scholetta / Aldi Nord Haselnuss Pralinen,1.39,Preis pro 100 Stück,Dose 200 Stück,aldi-nord,Süßwaren & Knabberartikel,0.7
88,Biscotto Neapolitaner Waffeln 3 x 65 g,0.65,100 Gramm,Packung 195 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.33
89,Sun Rice Puffreis Classic Vollmilch,1.09,100 Gramm,Packung 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.44
90,Biscotto Florenz,2.49,100 Gramm,Packung 500 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.49800000000000005
91,Moser-Roth Hochfeine Pralines Marc de Champagne,1.79,100 Gramm,Packung 129 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.39
92,Haribo Matador Mix,1.35,100 Gramm,Beutel 400 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.34
93,Ferrero Kinder Überraschung Ei,2.29,100 Gramm,"Folie 60 Gramm, 3 Stück",aldi-nord,Süßwaren & Knabberartikel,3.82
94,Scholetta / Aldi Nord Coconut Kiss 18 Stück,1.09,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.73
95,"Biscotto Waffelblättchen Vollmilch, 2 x100g",1.39,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.7
96,Biscotto Circus Clownies,1.29,100 Gramm,Packung 175 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.74
97,Biscotto Zitronen Waffeln 3 x 65 g,0.65,100 Gramm,Packung 195 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.33
98,Biscotto Karamelix,0.89,100 Gramm,Packung 130 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.68
99,Biscotto Frühstückskeks Cranberry,1.49,100 Gramm,Packung 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.5
100,Biscotto Frühstückskeks Ceralien & MIlch,1.49,100 Gramm,Packung 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.5
101,Conradl Kuchen Party Nuss Ecken,1.59,100 Gramm,Folie 175 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.91
102,Conradl Kuchen Party Marzipan Butter Törtchen,1.59,100 Gramm,Folie 175 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.91
103,Maurinus / Aldi Nord Alpen Schokolade Alpenrahm-Nuss,0.39,100 Gramm,Tafel 100 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.39
104,Gletscherkrone Reiswaffeln mit Milchschokolade,0.99,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.66
105,Feurich Erdnussflips,0.59,100 Gramm,Beutel 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.3
106,Leibniz Butterkeks,0.99,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.5
107,Mon Cheri Piemont Kirsche,2.99,100 Gramm,"15 Stück, Packung 157 Gramm",aldi-nord,Süßwaren & Knabberartikel,1.9
108,Storck Knoppers Milch-Haselnuss-Schnitte,1.89,100 Gramm,"Packung 200 Gramm, 8 x 25 g",aldi-nord,Süßwaren & Knabberartikel,0.95
109,Balisto Müsli Mix,1.79,100 Gramm,"Packung 166.5 Gramm, 9 x 18,5 g",aldi-nord,Süßwaren & Knabberartikel,1.08
110,Balisto Korn Mix,1.79,100 Gramm,"Packung 166.5 Gramm, 9 x 18,5 g",aldi-nord,Süßwaren & Knabberartikel,1.08
111,Balisto Joghurt-Beeren-Mix,1.79,100 Gramm,"Packung 166.5 Gramm, 9",aldi-nord,Süßwaren & Knabberartikel,1.08
112,Haribo Lakritz Konfekt,1.99,100 Gramm,Beutel 500 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.4
113,Reinecke / Aldi Nord Donuts 4 Stück,1.69,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.85
114,Biscotto Kaffee Gebäck,2.79,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.4
115,Biscotto Kaffee Gebäck,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.4
116,Get it,1.09,100 Gramm,Packung 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.36
117,Freihofer Gourmet Macadamia im Schokomantel,2.79,100 Gramm,Dose 175 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.59
118,Biscotto Apple Pie Cookies,0.79,100 Gramm,Packung 240 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.33
119,Feurich Kartoffelrings Paprika,0.99,100 Gramm,Dose 100 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.99
120,"Fair Cookies Haselnüsse, Cranberries & Vollmilchschokolade",1.79,100 Gramm,Packung 210 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.85
121,Biscotto Schoko Karamell Taler Vollmilchschokolade,1.19,100 Gramm,Packung 160 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.74
122,Biscotto Schoko Karamell Taler Zartbitterschokolade,1.19,100 Gramm,Packung 160 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.74
123,Biscotto Schoko Karamell Taler weiße Schokolade,1.19,100 Gramm,Packung 160 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.74
124,Chateau Schoko & Keks Cappuccino,1.59,100 Gramm,Packung 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.53
125,Traders Joes Californische Trocken Pflaumen,2.19,100 Gramm,Dose 500 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.438
126,Biscotto Brownie Cookies,0.79,100 Gramm,Packung 225 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.35
127,"Chateau Schoko Knusper Riegel Vollmilch, 10 Stück",1.09,100 Gramm,Packung 180 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.61
128,Biscotto Alt Holländische Kaffee Runde,2.39,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.2
129,Storck Merci Finest Selection Herbe Vielfalt,2.39,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.2
130,Gourmet Dattel Selection,1.29,100 Gramm,Tafel 100 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.29
131,Fair Dunkle Schweizer Bio Schokolade,1.29,100 Gramm,Tafel 100 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.29
132,Fair Schweizer Bio Alpenmilch Schokolade,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.4
133,Biscotto Sommer Waffeln Zimt,1.09,100 Gramm,Beutel 400 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.273
134,Aldi Nord Crispy Bits Mini,1.09,100 Gramm,Beutel 400 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.273
135,Aldi Nord Coconut Bits Mini,1.39,100 Gramm,Beutel 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.93
136,Biscotto Feinste Gebäcke Schoko Marzipan,1.29,100 Gramm,Beutel 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.65
137,Traders Joes Nuss-Frucht-Mischung,0.99,100 Gramm,Packung 205 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.48
138,Mauritius Erdnuss Schokolade,2.89,100 Gramm,Packung 220 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.314
139,Freihofer Gourmet Feine Gebäckmischung,0.65,100 Gramm,Dose Weißblech 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.33
140,"Trader Joes Erdnüsse geröstet, gesalzen",1.29,100 Gramm,Packung 175 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.74
141,Biscotto Seeräuber,1.69,100 Gramm,Packung 500 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.34
142,Biscotto Doppelino 2 x 250 g Gebäck mit Zitronen Creme Füllung,1.09,100 Gramm, 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.36
143,Race 6 x 50g,0.85,100 Gramm,Beutel 170 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.5
144,Moser Roth Zarte Herzen Praline,1.59,100 Gramm,Packung 140 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.14
145,Moser Roth Zarte Herzen Edel Nugat,1.59,100 Gramm,Packung 140 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.14
146,Storck Toffifee,2.69,100 Gramm,"Packung 250 Gramm, 2 x 125 Gramm",aldi-nord,Süßwaren & Knabberartikel,1.08
147,Ferrero Giotto Haselnuss Gebäckspezialität,2.69,100 Gramm,"Packung 154.8 Gramm, 4 x 38,7, 36 Stück",aldi-nord,Süßwaren & Knabberartikel,1.74
148,Duplo,1.99,100 Gramm,"Packung 180 Gramm, 10 x 18g",aldi-nord,Süßwaren & Knabberartikel,1.11
149,Freihofer Gourmet Herkunftsschokolade Ecuador 40% Kakaoanteil,3.49,100 Gramm,Packung 225 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.55
150,Freihofer Gourmet Ricciarelli alla Mandorla,1.79,100 Gramm,Packung 162 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.1
151,Conradl Kuchen Party Mini Donuts mit Zucker,1.09,100 Gramm,Packung 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.36
152,Peanut Bits 6 x 50g,0.99,100 Gramm,Beutel 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.4
153,Espanna Fruchtgummi Blutorange Murcia,0.99,100 Gramm,Beutel 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.4
154,Espanna Fruchtgummi Limette Cordoba,1.09,100 Gramm, 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.36
155,Get It 6 x 2 Stück x 25g,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.4
156,Bel Royal / Aldi Nord Nüsschen Nugat,1.59,100 Gramm,Packung 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.53
157,Sun Rice Puffreis crunchy,1.09,100 Gramm,Packung 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.44
158,Trader Joes Ingwer Stücke gezuckert,1.99,100 Gramm,Beutel 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.33
159,Biscotto Korn-fit,0.99,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.66
160,Orient Spezialitäten Berberitzen,1.99,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.33
161,Biscotto Feinste Gebäcke Latte Macchiato,1.39,100 Gramm,Beutel 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.93
162,Biscotto Butterkeks Minis,1.69,100 Gramm,Beutel 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.6759999999999999
163,Trader Joes Soft Früchte Feigen,2.79,100 Gramm,Dose 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.86
164,Freihofer Gourmet Macadamia mit Honig geröstet und gesalzen,1.79,100 Gramm,Packung 210 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.85
165,Feurich Cracker Salz,0.99,100 Gramm,Packung 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.33
166,Fair Cookies Mandeln und Zartbitterschokolade,1.19,100 Gramm,Maxipack 360 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.33
167,Feurich Crackets Knabberbox,1.09,100 Gramm,Tafel 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.55
168,Captains Life Cool White Mint Microgranulat - 6 x 10 Dragees,0.85,Preis pro 100 Stück,Beutel 60 Stück,aldi-nord,Süßwaren & Knabberartikel,1.42
169,Captains Life Cool Blue Eucalyptus Menthol - 6 x 10 Dragees,0.85,Preis pro 100 Stück,Beutel 60 Stück,aldi-nord,Süßwaren & Knabberartikel,1.42
170,Scholetta / Aldi Nord Mini Schoko Küsse,1.09,100 Gramm,Packung 266  Gramm,aldi-nord,Süßwaren & Knabberartikel,0.41
171,Scholetta / Aldi Nord Mints,1.79,100 Gramm,Packung 300 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.6
172,Feurich Käse Stängli mit Käse,0.99,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.66
173,Haribo Party-Spass,1.79,100 Gramm,Beutel 425 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.42
174,Elbflorenz Nougat Pralinenmischung,2.99,100 Gramm,Packung 180 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.66
175,Moser-Roth Hochfeine Pralines Edel - Vollmilch,1.79,100 Gramm,Packung 129 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.39
176,Elbflorenz Nougat Kompositionen,2.99,100 Gramm,Packung 180 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.66
177,Haribo Color-Rado,1.19,100 Gramm,Maxi Pack 360 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.33
178,Biscotto Haferflocken Gebäck Schwedengebäck,2.29,100 Gramm,Packung 630 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.363
179,Feurich Salz Stängli mit Salz,0.99,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.66
180,Gletscherkrone Reiswaffeln mit Meersalz,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.4
181,Schneekoppe Datteln,2.29,100 Gramm,Beutel 250 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.92
182,Schneekoppe Aprikosen,2.29,100 Gramm,Beutel 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.15
183,Ferrero Küsschen weiß,2.99,100 Gramm,"Packung 178 Gramm, 20 Stück",aldi-nord,Süßwaren & Knabberartikel,1.68
184,Van Botta Schoko Duo Zartbitter,0.75,100 Gramm,Packung 125 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.6
185,Van Botta Schoko Duo Vollmilch-Schokolade,0.75,100 Gramm,Packung 125 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.6
186,Aldi Nord Borken Trüffel mit Weißer Schokolade,1.99,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.33
187,Aldi Nord Borken Trüffel mit Zartbitterschokolade,1.99,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.33
188,Aldi Nord Borken Trüffel mit Vollmilchschokolade,1.99,100 Gramm,Packung 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,1.33
189,Feurich Easy Chips fein gewürzt,0.99,100 Gramm,Beutel 150 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.66
190,Conradl Schweinsohren mit Zartbitter Schokolade,0.99,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.5
191,Biscotto Colombine Feines Gebäck mit Mandeln,1.59,100 Gramm,Packung 200 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.8
192,Espana / Aldi Nord Magdalenas,1.29,100 Gramm,Packung 450 Gramm,aldi-nord,Süßwaren & Knabberartikel,0.29
