,Name,Price,Unit,Packet Size,Supermarket,Category,Comparable Price
28,Albona Backpulver,0.29,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,0.19
29,Traders Joes Salat Plus,1.99,100 Gramm,Beutel 175 Gramm,aldi-nord,Nahrungsmittel,1.14
30,Argenta Adventskalender,9.99,100 Gramm,Packung 265 Gramm,aldi-nord,Nahrungsmittel,3.77
31,"D Antelli Spaghetti mit Tomatensauce, 3 Portionen",0.69,100 Gramm,Packung 315 Gramm,aldi-nord,Nahrungsmittel,0.22
32,Reichsgraf Stollenkonfekt mit 18% Marzipanfüllung,2.29,100 Gramm,Packung 350 Gramm,aldi-nord,Nahrungsmittel,0.65
33,Casa Morando Fusilli,0.45,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.09
34,Schneekoppe Speise-Leinöl,1.89,100 ml,Flasche Glas 250 ML,aldi-nord,Nahrungsmittel,0.76
35,Mauritius Feinste Baumkuchen Spitzen mit Amaretto Likör,1.59,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,1.06
36,"D Antelli Premium Pasta Girasoli mit gegrillter Tomate, Mozzarella und Basilikum",1.99,100 Gramm,Packung 250 Gramm,aldi-nord,Nahrungsmittel,0.8
37,Pastini Original schwäbische Freischei Nudeln aus reinem Hartwiezengrieß,0.85,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.16999999999999998
38,Aldi Nord Semmel Knödel im Kochbeutel,0.75,100 Gramm,Packung 200 Gramm,aldi-nord,Nahrungsmittel,0.38
39,Meierkamp Rote Grütze,2.39,100 Gramm,Eimer 1000 Gramm,aldi-nord,Nahrungsmittel,0.23900000000000002
40,Bon-Ri Kochbeutel Reis Langkorn 4 x 125 g - im Kochbeutel,0.49,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.098
41,Holstensegen Rapsöl,1.09,100 ml,Flasche Kunststoff 1 L,aldi-nord,Nahrungsmittel,0.10900000000000001
42,Höffner Die Landküche Rinderroulade,0.75,100 Gramm,Packung 397 Gramm,aldi-nord,Nahrungsmittel,0.19
43,Aldi Nord Gourmet Nudeln Bandnudeln gewalzt,1.59,100 Gramm,Beutel 500 Gramm,aldi-nord,Nahrungsmittel,0.318
44,Freihofer Gourmet Sonntagsklöße,1.79,100 Gramm,Packung 600 Gramm,aldi-nord,Nahrungsmittel,0.298
45,"Gut Bio Schnittfester Tofu rein pflanzlich, 2 x 200 g",1.85,100 Gramm,Packung 400 Gramm,aldi-nord,Nahrungsmittel,0.46
46,Gut Bio Tofu Würstchen,1.85,100 Gramm,Packung 175 Gramm,aldi-nord,Nahrungsmittel,1.06
47,"Albona Pudding Vanille Geschmack, 5 Beutel",0.29,100 Gramm,Packung 190 Gramm,aldi-nord,Nahrungsmittel,0.15
48,"Ursi Milchsnack Honig, 10 Stück",1.59,100 Gramm,Packung 280 Gramm,aldi-nord,Nahrungsmittel,0.57
49,"Ursi Milchsnack Kakao, 10 Stück",1.59,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,0.53
50,Reichsgraf Schoko Lebkuchen,1.49,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.3
51,Dr. Oetker Original Pudding Schokolade,0.99,100 Gramm,"Packung 133,5 Gramm",aldi-nord,Nahrungsmittel,0.74
52,Dr. Oetker Original Pudding Sahne Geschmack,0.99,100 Gramm,Packung 148 Gramm,aldi-nord,Nahrungsmittel,0.67
53,Schneekoppe Bio Dinkelmehl Vollkorn,1.75,100 Gramm,Packung 1 KG,aldi-nord,Nahrungsmittel,0.175
54,Dr. Oetker Paradies Creme Vanille Geschmack,0.89,100 Gramm,Packung 63 Gramm,aldi-nord,Nahrungsmittel,1.41
55,Dr. Oetker Paradies Creme Zitronen Geschmack,0.89,100 Gramm,Packung 78 Gramm,aldi-nord,Nahrungsmittel,1.14
56,Bon Ri / Aldi Nord Milchreis,3.99,100 ml,Flasche Glas 0.75 L,aldi-nord,Nahrungsmittel,0.532
57,Reichsgraf Eierlikör Fässchen,0.99,100 Gramm,Beutel 150 Gramm,aldi-nord,Nahrungsmittel,0.66
58,Bel Royal / Aldi Nord Edelmarzipan in Zartbitterschokolade,1.79,100 Gramm,Packung 200 Gramm,aldi-nord,Nahrungsmittel,0.9
59,Oster Phantasie Marzipan Eier Classic,3.29,100 Gramm,Dose 500 Gramm,aldi-nord,Nahrungsmittel,0.66
60,Oster Phantasie Marzipan Eier Eierlikör,3.29,100 Gramm,Dose 500 Gramm,aldi-nord,Nahrungsmittel,0.66
61,Orient Spezialitäten Zartes Hähnchenfleisch,1.99,100 Gramm,Schale 350 Gramm,aldi-nord,Nahrungsmittel,0.5690000000000001
62,Orient Spezialitäten Geschnetzeltes vom Rind,1.99,100 Gramm,Schale 350 Gramm,aldi-nord,Nahrungsmittel,0.5690000000000001
63,Orient Spezialitäten Gebratene Fleischröllchen,1.99,100 Gramm,Schale 350 Gramm,aldi-nord,Nahrungsmittel,0.5690000000000001
64,Reichsgraf Creme Kugeln Mandelcreme,1.39,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,0.93
65,Reichsgraf Nürnberger Elisen Lebkuchen 3 fach Mischung,2.89,100 Gramm,Beutel 300 Gramm,aldi-nord,Nahrungsmittel,0.96
66,Mauritius Feinste Baumkuchen Spitzen mit Orangenlikör,2.39,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.23900000000000002
67,Le Gusto Basmati Reis Spitzenqualität,2.39,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.23900000000000002
68,Bon-Ri Basmati Reis Spitzenqualität,2.99,100 Gramm,Packung 250 Gramm,aldi-nord,Nahrungsmittel,1.2
69,Gourmet Finest Cuisine Pasta Burrata & Garnelen Pasta,1.79,100 Gramm,Packung 100 Gramm,aldi-nord,Nahrungsmittel,1.79
70,Casa Morando Tapas Aprikosen in Bacon,1.79,100 Gramm,Packung 100 Gramm,aldi-nord,Nahrungsmittel,1.79
71,Casa Morando Tapas Datteln in Bacon,1.79,100 Gramm,Packung 100 Gramm,aldi-nord,Nahrungsmittel,1.79
72,Asia Green Garden Sushi Box,4.79,100 Gramm,Box 315 Gramm,aldi-nord,Nahrungsmittel,1.52
73,Asia Green Garden Sushi Roll Box,2.59,100 Gramm,Box 200 Gramm,aldi-nord,Nahrungsmittel,1.3
74,Pastini Echte Schwäbische Eierspätzle mit frischen Eiern,0.85,100 Gramm,Beutel 500 Gramm,aldi-nord,Nahrungsmittel,0.16999999999999998
75,Ofterdinger Aldi Nord Kirsch Grütze mit 50% Früchten,1.45,100 Gramm,Becher 500 Gramm,aldi-nord,Nahrungsmittel,0.29
76,Gut Bio Bio Soja Reis Drink laktosefrei,0.99,100 ml,Packung 1 L,aldi-nord,Nahrungsmittel,0.099
77,Albona Genießerkuchen Zitrone,0.99,100 Gramm,Packung 125 Gramm,aldi-nord,Nahrungsmittel,0.79
78,Sprengel / Aldi Nord Feine Edel Marzipan Happen,0.99,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,0.66
79,Oster Phantasie Choco Lolly,0.99,100 Gramm,Packung 125 Gramm,aldi-nord,Nahrungsmittel,0.79
80,Oster Phantasie Lübecker Edelmarzipan Orange,0.99,100 Gramm,Beutel 372 Gramm,aldi-nord,Nahrungsmittel,0.27
81,Trader Joes Wraps Mehrkorn mit Leinsamen,0.99,100 Gramm,Beutel 372 Gramm,aldi-nord,Nahrungsmittel,0.27
82,Trader Joes Wraps Weizen,0.75,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.075
83,Albona Paniermehl Aus ofenfrischem Weizenbrot,0.59,100 Gramm,Packung 750 Gramm,aldi-nord,Nahrungsmittel,0.079
84,Emmis Kloßmasse Thüringer Art,2.59,100 Gramm,Folie 300 Gramm,aldi-nord,Nahrungsmittel,0.86
85,"D Antelli Spaghetti mit Käsesauce, 3 Portionen",0.69,100 Gramm,Packung 315 Gramm,aldi-nord,Nahrungsmittel,0.22
86,Aldi Nord Baumkuchen mit Zartbitterschokolade,2.59,100 Gramm,Folie 300 Gramm,aldi-nord,Nahrungsmittel,0.86
87,Höffner Die Landküche Kasselerbraten,0.99,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,0.66
88,Oster Phantasie Nuss Nugat Eier,0.99,100 Gramm,Packung 125 Gramm,aldi-nord,Nahrungsmittel,0.79
89,Oster Phantasie Knusper Creme,0.99,100 Gramm,Packung 125 Gramm,aldi-nord,Nahrungsmittel,0.79
90,Oster Phantasie Lübecker Edelmarzipan Classic,1.59,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,1.06
91,Mauritius Feinste Baumkuchen Spitzen mit Jamaica Rum,2.69,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.54
92,Reichsgraf Gebäckspezialitäten,1.25,100 ml,Flasche Glas 750 ML,aldi-nord,Nahrungsmittel,0.16699999999999998
93,Schneekoppe Apfelessig klar,1.25,100 ml,Flasche Glas 750 ML,aldi-nord,Nahrungsmittel,0.16699999999999998
94,Schneekoppe Apfelessig naturtrüb,1.79,100 Gramm,Packung 230 Gramm,aldi-nord,Nahrungsmittel,0.78
95,Aldi Nord Big Cheese Burger fix und fertig - 1 Stück,0.79,100 Gramm,Folie 200 Gramm,aldi-nord,Nahrungsmittel,0.4
96,Aldi Nord Weihnachtsmann aus Vollmilchschokolade,0.79,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,0.53
97,Greece Weinblätter gefüllt mit Reis,0.85,100 Gramm,Packung 175 Gramm,aldi-nord,Nahrungsmittel,0.49
98,Espana / Aldi Nord Olivenöl,3.99,100 ml,Flasche Glas 750 ML,aldi-nord,Nahrungsmittel,0.532
99,D Antelli Premium Pasta Triangoloni mit gegrilltem Gemüse,1.99,100 Gramm,Packung 250 Gramm,aldi-nord,Nahrungsmittel,0.8
100,Orient Spezialitäten Bulgur,1.59,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.318
101,Orient Spezialitäten CousCous,1.59,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.318
102,D Antelli Premium Pasta Ravioli mit Ricotta und Spinat,1.99,100 Gramm,Packung 250 Gramm,aldi-nord,Nahrungsmittel,0.8
103,Maurinus / Aldi Nord Eierlikör Zapfen,1.49,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,0.99
104,Höffner Die Landküche Huhn süß sauer,1.89,100 Gramm,Packung 400 Gramm,aldi-nord,Nahrungsmittel,0.47300000000000003
105,Bon-Ri Parboiled Reis,0.89,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.089
106,Delikato Rollo Chicken Curry,2.49,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,0.83
107,Oster Phantasie Waffel Eier,0.89,100 Gramm,Beutel 250 Gramm,aldi-nord,Nahrungsmittel,0.36
108,Schneekoppe Bio Chia Samen,2.75,100 Gramm,Beutel 300 Gramm,aldi-nord,Nahrungsmittel,0.92
109,Schneekoppe Bio Quinoa Mix,2.75,100 Gramm,Beutel 400 Gramm,aldi-nord,Nahrungsmittel,0.688
110,Delikato Fertiggerichte Kartoffel-Gratin,2.89,100 Gramm,Kunststoffschale 1000 Gramm,aldi-nord,Nahrungsmittel,0.28900000000000003
111,D Antelli Fusilli,0.49,100 Gramm,Beutel 500 Gramm,aldi-nord,Nahrungsmittel,0.098
112,Reichsgraf Lebkuchen Spezialitäten,2.59,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.52
113,Reichsgraf Weinbrand Fässchen,0.99,100 Gramm,Beutel 150 Gramm,aldi-nord,Nahrungsmittel,0.66
114,Reichsgraf Schneemänner Minis Klarsicht-Box,1.69,100 Gramm,Box 125 Gramm,aldi-nord,Nahrungsmittel,1.35
115,Reichsgraf Weihnachtsmänner Minis Klarsicht-Box,1.69,100 Gramm,Box 125 Gramm,aldi-nord,Nahrungsmittel,1.35
116,Orient Spezialitäten Kichererbsentopf Alibaba,1.99,100 Gramm,Schale 350 Gramm,aldi-nord,Nahrungsmittel,0.5690000000000001
117,Orient Spezialitäten Reistopf Sultan,1.99,100 Gramm,Schale 350 Gramm,aldi-nord,Nahrungsmittel,0.5690000000000001
118,Reichsgraf Creme Kugeln Schokocreme,1.39,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,0.93
119,Höffner Die Landküche Wirsingrouladen,2.39,100 Gramm,Packung 750 Gramm,aldi-nord,Nahrungsmittel,0.319
120,Höffner Die Landküche Kohlrouladen,2.39,100 Gramm,Packung 750 Gramm,aldi-nord,Nahrungsmittel,0.319
121,Holstensegen Kartoffelpuffer,1.19,100 Gramm,Packung 600 Gramm,aldi-nord,Nahrungsmittel,0.198
122,Bellasan Raps Vitalöl Nativ kaltgepresst,1.69,100 ml,Flasche Glas 0.5 L,aldi-nord,Nahrungsmittel,0.33799999999999997
123,Gourmet Kürbiskernöl original steirisches,1.09,100 Gramm,Packung 200 Gramm,aldi-nord,Nahrungsmittel,0.55
124,Gourmet Finest Cuicine Pappardelle,0.75,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.075
125,Chateau Knusper Milchsnack,1.69,100 Gramm,Packung 125 Gramm,aldi-nord,Nahrungsmittel,1.35
126,Oster Phantasie Choco Minis Schmetterlinge,1.69,100 Gramm,Packung 125 Gramm,aldi-nord,Nahrungsmittel,1.35
127,Elbflorenz Blätter Krokant in feiner Zartbitter Schokolade,1.49,100 Gramm,Packung 100 Gramm,aldi-nord,Nahrungsmittel,1.49
128,Emmis Böhmische Knödel fix und fertig,2.99,100 Gramm,Kunststoffschale 1000 Gramm,aldi-nord,Nahrungsmittel,0.0
129,Delikato Fertiggerichte Broccoli-Blumenkohl-Gratin mit Kartoffeln,2.49,100 Gramm,Becher 500 Gramm,aldi-nord,Nahrungsmittel,0.49800000000000005
130,Ofterdinger Aldi Nord Rote Grütze mit 52% Früchten,1.69,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,0.56
131,"Ursi Milchsnack Kokos, 10 Stück",0.99,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,0.66
132,Reichsgraf Schoko Lolly Weihnachtsmann-Lolly,0.95,100 ml,Flasche Glas 500 ML,aldi-nord,Nahrungsmittel,0.19
133,Casa Morando Aceto Balsamico di Modena I.G.P.,2.99,100 Gramm,Folie 350 Gramm,aldi-nord,Nahrungsmittel,0.85
134,Oster Phantasie Präsent Ei,1.19,100 Gramm,Beutel 150 Gramm,aldi-nord,Nahrungsmittel,0.79
135,Oster Phantasie Eierlikör Trüffel Eier,2.99,100 Gramm,Folie 300 Gramm,aldi-nord,Nahrungsmittel,1.0
136,Oster Phantasie Präsent Ei,2.89,100 Gramm,Kunststoffschale 1000 Gramm,aldi-nord,Nahrungsmittel,0.28900000000000003
137,Delikato / Aldi Nord Fertiggerichte Kartoffel-Gratin,0.29,100 Gramm,Packung 123 Gramm,aldi-nord,Nahrungsmittel,0.24
138,Pottkieker Hähnchen-Curry,1.49,100 Gramm,Schale 350 Gramm,aldi-nord,Nahrungsmittel,0.43
139,Deutsche Hefewerke Frischbackhefe,0.69,100 Gramm,Packung 200 Gramm,aldi-nord,Nahrungsmittel,0.35
140,Albona Kuchenglasur Vanille,1.99,100 Gramm,Packung 360 Gramm,aldi-nord,Nahrungsmittel,0.55
141,Albona Kuchenglasur Vollmilch,1.99,100 Gramm,Packung 360 Gramm,aldi-nord,Nahrungsmittel,0.55
142,Albona Kuchenglasur Kakao,1.99,100 Gramm,Packung 360 Gramm,aldi-nord,Nahrungsmittel,0.55
143,Aldi Nord Kuvertüre,1.99,100 Gramm,Packung 250 Gramm,aldi-nord,Nahrungsmittel,0.8
144,Orient Spezialitäten Rote Linsen,0.99,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.198
145,Orient Spezialitäten Kichererbsen,0.99,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.198
146,Orient Spezialitäten Weiße Bohnen,0.99,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.198
147,Mama Mancini Pizzaburger Speciale,1.99,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,0.66
148,Mama Mancini Pizzaburger Salami,1.99,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,0.66
149,Mama Mancini Pizzaburger Bolognese,1.99,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,0.66
150,Oster Phantasie Trauben Nuss Nugat Creationen,1.49,100 Gramm,Packung 200 Gramm,aldi-nord,Nahrungsmittel,0.75
151,Oster Phantasie Haselnüsse Nugat Creationen,1.49,100 Gramm,Packung 200 Gramm,aldi-nord,Nahrungsmittel,0.75
152,Oster Phantasie Frühlings Mandeln Kokos,1.49,100 Gramm,Beutel 200 Gramm,aldi-nord,Nahrungsmittel,0.75
153,Holstensegen Semmelknödel,0.69,100 Gramm,Packung 75 Gramm,aldi-nord,Nahrungsmittel,0.92
154,BON-RI Express Reis Basmati Reis 2 Minuten,1.59,100 Gramm,Packung 125 Gramm,aldi-nord,Nahrungsmittel,1.27
155,BON-RI Express Reis Parboiled Langkorn Reis 2 Minuten,3.49,100 Gramm,Box 800 Gramm,aldi-nord,Nahrungsmittel,0.44
156,BON-RI Express Reis Parboiled Asiatische Art 2 Minuten,0.69,100 Gramm,Packung 500 Gramm,aldi-nord,Nahrungsmittel,0.13799999999999998
157,Stockmeyer Snack-Salami classic,1.59,100 Gramm,Packung 125 Gramm,aldi-nord,Nahrungsmittel,1.27
158,Haribo Ostermix,1.59,100 Gramm,Packung 125 Gramm,aldi-nord,Nahrungsmittel,1.27
159,Aldi Nord Schwäbische Frischei-Nudeln,1.99,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.199
160,Stockmeyer Snacksalami mit aromatischen Walnüssen,1.89,100 Gramm,Packung 600 Gramm,aldi-nord,Nahrungsmittel,0.315
161,Stockmeyer Snacksalami mit Brie-Käse,0.69,100 ml,Flasche Kunststoff 400 ML,aldi-nord,Nahrungsmittel,0.173
162,Goldähren Brotbackmischung Eiweißbrot,1.29,100 Gramm,Packung 510 Gramm,aldi-nord,Nahrungsmittel,0.25
163,Holstensegen Kartoffel Knuspertaschen Frischkäse Kräuter,0.79,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.079
164,Delikato Essig Essenz,0.55,100 Gramm,Packung 50 Gramm,aldi-nord,Nahrungsmittel,1.1
165,Holstensegen Kartoffelpuffer gekühlt,1.29,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,0.43
166,Gut Bio Kürbiskerne,1.79,100 Gramm,Packung 175 Gramm,aldi-nord,Nahrungsmittel,1.02
167,Gut Bio Sonnenblumenkerne,1.79,100 Gramm,Packung 650 Gramm,aldi-nord,Nahrungsmittel,0.275
168,Gut Bio Olivenöl,4.59,100 ml,Flasche Glas 0.75 L,aldi-nord,Nahrungsmittel,0.612
169,"Bel Royal Edelmarzipan Taler mit Orange,  in Milchschokolade",2.99,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,1.0
170,"Bel Royal Edelmarzipan Taler mit Kirsche,  in Milchschokolade",2.99,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,1.0
171,"Bel Royal Edelmarzipan Taler mit Pflaume ind Madeira, überzogen mit Zartbitterschokolade",2.99,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,1.0
172,Goldähren Dinkelmehl Type 1050,1.39,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.13899999999999998
173,Goldähren Dinkel Vollkornmehl,1.39,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.13899999999999998
174,Goldähren Dinkelmehl Type 630,1.39,100 Gramm,Packung 1000 Gramm,aldi-nord,Nahrungsmittel,0.13899999999999998
175,Albona Genießerkuchen Kirche,1.59,100 Gramm,Packung 435 Gramm,aldi-nord,Nahrungsmittel,0.366
176,Milsa+ Mandel Drink ungesüßt,1.09,100 ml,Packung 1 L,aldi-nord,Nahrungsmittel,0.10900000000000001
177,Milsa+ Mandel Drink gesüßt,1.09,100 ml,Packung 1 L,aldi-nord,Nahrungsmittel,0.10900000000000001
178,Pottkieker Rheinischer Sauerbraten,1.49,100 Gramm,Schale 350 Gramm,aldi-nord,Nahrungsmittel,0.426
179,Albona Streuselteig,1.69,100 Gramm,Packung 462 Gramm,aldi-nord,Nahrungsmittel,0.37
180,Albona Apfeltorte,0.99,100 ml,Flasche Glas 0.5 L,aldi-nord,Nahrungsmittel,0.2
181,Albona Feine Torte Eierschnecke,2.39,100 Gramm,Eimer 1000 Gramm,aldi-nord,Nahrungsmittel,0.23900000000000002
182,La Villa / Aldi Nord Balsamico-Essig Balsamico di Modena,3.19,100 ml,Flasche Glas 0.75 L,aldi-nord,Nahrungsmittel,0.425
183,Meierkamp Kirsch Grütze,1.85,100 Gramm,Packung 200 Gramm,aldi-nord,Nahrungsmittel,0.93
184,La Villa / Aldi Nord Olivenöl Extra vergine,2.89,100 Gramm,Beutel 300 Gramm,aldi-nord,Nahrungsmittel,0.96
185,Gut Bio Toskana Bällchen,0.85,100 Gramm,Beutel 250 Gramm,aldi-nord,Nahrungsmittel,0.34
186,Reichsgraf Nürnberger Elisen Lebkuchen schokoliert,0.99,100 Gramm,Packung 300 Gramm,aldi-nord,Nahrungsmittel,0.33
187,Reichsgraf Butter Spekulatius,1.25,100 Gramm,Folie 150 Gramm,aldi-nord,Nahrungsmittel,0.83
188,Reichsgraf Lebkuchen Herzen,1.25,100 Gramm,Folie 150 Gramm,aldi-nord,Nahrungsmittel,0.83
189,Oster Phantasie Medaillon Sitzhase Edel-Vollmilch-Schokolade,1.25,100 Gramm,Folie 150 Gramm,aldi-nord,Nahrungsmittel,0.83
190,Oster Phantasie Medaillon Sitzhase Weiße Schokolade,1.75,100 Gramm,Packung 1 KG,aldi-nord,Nahrungsmittel,0.175
191,Oster Phantasie Medaillon Sitzhase Zartbitter-Schokolade,1.75,100 Gramm,Packung 1 KG,aldi-nord,Nahrungsmittel,0.175
192,Casa Morando Traubenkernöl Klassic,2.49,100 ml,Flasche Glas 250 ML,aldi-nord,Nahrungsmittel,1.0
193,Casa Morando Traubenkernöl Thymian,2.49,100 ml,Flasche Glas 250 ML,aldi-nord,Nahrungsmittel,1.0
194,Casa Morando Traubenkernöl Rosmarin,2.49,100 ml,Flasche Glas 250 ML,aldi-nord,Nahrungsmittel,1.0
195,Casa Morando Traubenkernöl Pfefferschoten,2.49,100 ml,Flasche Glas 250 ML,aldi-nord,Nahrungsmittel,1.0
196,Traders Joes Sonnenblumenkerne,1.19,100 Gramm,Dose 175 Gramm,aldi-nord,Nahrungsmittel,0.6799999999999999
197,Aldi Nord Saletti Salami-Snack Pikant 2 x 25 g,0.55,100 Gramm,Packung 50 Gramm,aldi-nord,Nahrungsmittel,1.1
198,Reichsgraf Lübecker Edel Marzipan,2.69,100 Gramm,Packung 250 Gramm,aldi-nord,Nahrungsmittel,1.08
199,Oster Phantasie Fondant Dotter Eier,0.89,100 Gramm,Packung 225 Gramm,aldi-nord,Nahrungsmittel,0.4
200,Oster Phantasie Fondant Hasen,0.89,100 Gramm,Packung 225 Gramm,aldi-nord,Nahrungsmittel,0.4
201,Oster Phantasie Gelee Hasen,0.89,100 Gramm,Packung 225 Gramm,aldi-nord,Nahrungsmittel,0.4
202,Reichsgraf Creme Kugeln Nugat,1.39,100 Gramm,Packung 150 Gramm,aldi-nord,Nahrungsmittel,0.93
