,Name,Price,Unit,Packet Size,Supermarket,Category,Comparable Price
31,"Pottkieker Fix für Braten & Rouladen, für 500 g Fleisch",0.25,100 Gramm,Beutel 50 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.5
32,Pottkieker Fix für Spaghetti Bolognese,0.25,100 Gramm,Beutel 50 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.5
33,Pottkieker Fix für Nudel Schinken Gratin,0.25,100 Gramm,Beutel 40 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.63
34,"Pottkieker Tomatensuppe Gärtnerin, 3 Teller",0.35,Preis pro Stück,Packung 8 Stück,aldi-nord,"Saucen, Suppen & Gewürze",0.04
35,Pottkieker Blumenkohl Broccoli Suppe 3 Teller,1.19,100 Gramm,Beutel 400 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.0
36,Pottkieker Zwiebel Suppe 3 Teller,1.19,100 Gramm,Beutel 400 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.298
37,Pottkieker Gemüse Brühe 8 x 1/2 Liter,1.19,100 Gramm,Beutel 400 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.298
38,Casa Morando Pasta Sauce Tomate Ricotta,0.99,100 ml,Dosierflasche 500 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.198
39,Casa Morando Pasta Sauce Carbonara,0.49,100 ml,Flasche Glas 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.2
40,Casa Morando Pasta Sauce Tomate Salsa,0.49,100 ml,Flasche Glas 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.2
41,Delikato Feine Sauce Pfeffer-Sahne,0.89,100 ml,Getränkekarton 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.3
42,Delikato Chili Sauce,0.49,100 ml,Flasche Glas 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.2
43,Heide Jodsalz mit Fluorid,0.19,100 Gramm,Packung 500 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.038
44,Espana Aioli mit Kräutern,1.29,100 ml,Glas 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.52
45,Freihofer Gourmet Sauce a l Orange,0.99,100 ml,Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.33
46,Heiden Tafel Senf mittelscharf,0.49,100 ml,Glas 200 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.25
47,Pottkieker Delikatess Sauce zum Braten 3 x 1/4 Liter,0.35,Preis pro Stück,Packung 3 Stück,aldi-nord,"Saucen, Suppen & Gewürze",0.12
48,Trader Joes Hamburger Sauce,0.99,100 ml,Flasche Squeeze 500 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.198
49,Trader Joes BBQ Ketchup,0.99,100 ml,Flasche Squeeze 500 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.198
50,Orient Spezialitäten Tomaten Paprika Suppe mit Bulgur,1.49,100 ml,Dose 800 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.186
51,Freihofer Gourmet Burgunder Sauce,0.99,100 ml,Getränkekarton 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.33
52,Aldi Nord Kartoffelcreme,0.99,100 Gramm,Becher 250 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.4
53,Freihofer Gourmet Burgunder Sauce,0.99,100 ml,Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.33
54,Asia Green Garden Curry Sauce mit Koriander,1.15,100 Gramm,Glas 350 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.33
55,Gourmet Finest Cuisine Pesto Pilz und Trüffel,0.49,100 Gramm,Packung 200 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.25
56,Gut Bio Citrovin Limette,0.69,100 Gramm,Glas 45 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.53
57,Portland Paprika rosenscharf,0.75,100 ml,Dosierflasche 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.3
58,Delikato Sylter Art Dressing,0.69,100 ml,Dose 400 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.173
59,la finesse Tomaten Suppe,1.59,100 Gramm,Mühle 70 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.27
60,Portland Meersalz mit Algen Gewürzzubereitung,0.99,100 ml,Flasche Kunststoff 500 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.198
61,Trader Joes BBQ Ketchup,1.19,100 ml,Dose 400 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.298
62,la finesse Minestrone,0.69,100 Gramm,Glas 45 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.53
63,Casa Morando Napoletana Sauce,0.79,100 ml,Glas 400 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.198
64,GutBio Bio Gemüsefond,1.79,100 ml,Glas 390 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.45899999999999996
65,GutBio Bio Kalbsfond,1.79,100 ml,Glas 390 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.45899999999999996
66,GutBio Bio Geflügelfond,1.69,100 ml,Glas 390 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.433
67,Freihofer Gourmet Sauce a l Orange,0.35,Preis pro Stück,Packung 2 Stück,aldi-nord,"Saucen, Suppen & Gewürze",0.18
68,delikato Salatidee Fix Joghurt Kräuter,1.49,100 ml,Dose 800 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.186
69,Lemar Tomatencremesuppe 3 Teller,1.49,100 Gramm,Mühle 40 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",3.73
70,Lemar Frühlingssuppe,1.49,100 Gramm,Mühle 60 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.48
71,Lemar Delikatess Sauce zu Geflügel 2 x 1/4 Liter,1.49,100 Gramm,Mühle 45 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",3.31
72,Orient Spezialitäten Gewürzmühle Orientalisches Curry Gewürzmischung,1.49,100 Gramm,Mühle 60 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.48
73,Freihofer Gourmet Beurre Blanc Sauce,0.99,100 ml,Getränkekarton 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.33
74,delikato Salatidee Fix italienische Art,0.89,100 Gramm,Becher 250 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.36
75,Milsani Knoblauch Creme,0.49,100 ml,Packung 200 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.25
76,Lemar Rindfleisch Suppe 3 Teller,0.89,100 ml,Dose 540 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.16499999999999998
77,Orient Spezialitäten Gewürzmühle Harissa Gewürzmischung,0.49,100 ml,Packung 200 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.25
78,Gourmet Finest Cuicine Meerrettich,1.19,100 Gramm,Glas 190 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.63
79,Citrovin Bio Limette Frische für Mineralwasser,0.79,100 ml,Getränkekarton 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.26
80,Finesse Fertigsuppen Minestrone vegetarisch,0.49,100 Gramm,Tube 200 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.25
81,Finesse Fertigsuppen Festtagssuppe,0.69,100 ml,Dosierflasche 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.28
82,Delikato Feine Sauce Tomaten Sahne,0.79,100 ml,Getränkekarton 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.26
83,Gut Bio Veggie Bolognese,1.79,100 Gramm,Packung 250 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.72
84,Delikato Barbeque Sauce,0.55,100 ml,Flasche Glas 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.22
85,Ofterdinger Aldi Guacamole Avocadocreme Knoblauch,1.79,100 Gramm,Becher 150 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.19
86,Ofterdinger / Aldi Hummus Pikant,0.99,100 Gramm,Becher 200 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.5
87,Ofterdinger / Aldi Hummus Natur,0.99,100 Gramm,Becher 200 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.5
88,Ofterdinger / Aldi Hummus Kürbis,0.99,100 Gramm,Becher 200 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.5
89,Aldi Nord Jod Salz,0.19,100 Gramm,Packung 500 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.038
90,Gut Bio Gemüsebrühe,0.99,100 Gramm,Glas 140 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.71
91,Delikato Cocktail Sauce,0.55,100 ml,Flasche Glas 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.22
92,Portland Knoblauch Pfeffer Gewürzzubereitung,1.59,100 Gramm,Mühle 70 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.27
93,Stemberg Bio Gewürzmischung Tandoori,2.49,100 Gramm,Würzdose 80 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",3.11
94,Delikato Asia  Sauce Süß-Sauer,0.85,100 ml,Flasche Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.28
95,Delikato Asia Sauce Pflaumen,0.85,100 ml,Flasche Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.28
96,Delikato Asia Chili Knoblauch Sauce,0.85,100 ml,Flasche Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.28
97,Delikato Asia Sweet-Chili Sauce,0.85,100 ml,Flasche Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.28
98,Delikato Asia Curry Sauce,0.85,100 ml,Flasche Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.28
99,Delikato Asia  Sauce Mango-Orange,0.85,100 ml,Flasche Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.28
100,Delikato Jäger Sauce,1.19,100 ml,Flasche Glas 500 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.24
101,Havel Krone Tomaten Gewürz Ketchup,0.99,100 ml,Flasche Glas 750 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.132
102,Delikato Curry Sauce,0.49,100 ml,Flasche Glas 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.2
103,Orient Spezialitäten Harissa,0.89,100 Gramm,Packung 70 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.27
104,Lemar Klare Hühnerbrühe,0.59,100 Gramm,Glas 140 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.42
105,Lemar Klare Rinderbrühe,0.59,100 Gramm,Glas 140 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.42
106,Portland Atlantic Meersalz Gewürzzubereitung,1.59,100 Gramm,Mühle 70 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.27
107,Delikato Feine Sauce Bechamel,0.89,100 ml,Getränkekarton 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.3
108,Portland Zitronen Pfeffer Gewürzzubereitung,1.49,100 Gramm,Mühle 55 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.71
109,Delikato Knoblauch Dressing,0.75,100 ml,Dosierflasche 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.3
110,Delikato American Dressing,0.75,100 ml,Dosierflasche 250 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.3
111,Portland Bunter Pfeffer,0.89,100 Gramm,Glas 35 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.54
112,Portland Salz grob,0.89,100 Gramm,Glas 90 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.9890000000000001
113,Portland Chiliflocken,0.89,100 Gramm,Glas 30 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.97
114,Portland Knoblauchflocken,0.89,100 Gramm,Glas 45 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.98
115,Portland Kräuter der Provence,0.89,100 Gramm,Glas 17 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",5.24
116,"Portland Schwarz Pfeffer schwarz, ganz",0.89,100 Gramm,Glas 35 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.54
117,"Pottkieker Salatcroutons mit Zwiebeln, 2 x 25 g",0.59,100 Gramm,Beutel 50 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.18
118,"Pottkieker Salatcroutons mit Zwiebel und Apfel, 2 x 25 g",0.59,100 Gramm,Beutel 50 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.18
119,"Pottkieker Salatcroutons mit Speck und Apfel, 2 x 25 g",0.59,100 Gramm,Beutel 50 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.18
120,"Pottkieker Salatcroutons mit Pinienkernen und Paprika, 2 x 25 g",0.59,100 Gramm,Beutel 50 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.18
121,Golden Fruit Fruchttopping Ananas-Banane,0.99,100 Gramm,Flasche Glas 200 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.5
122,Golden Fruit Fruchttopping Pina Colada,0.99,100 Gramm,Flasche Glas 200 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.5
123,Golden Fruit Fruchttopping Passion Pina,0.99,100 Gramm,Flasche Glas 200 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.5
124,Portland Einweckgewürzmischung,0.99,100 Gramm,Beutel 500 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.2
125,Portland Majoran,0.99,100 Gramm,Beutel 100 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.99
126,Portland Bohnenkraut,0.99,100 Gramm,Beutel 100 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.99
127,Portland Kümmel,0.99,100 Gramm,Beutel 100 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.99
128,Aldi Nord Griechische Paprika-Käsepaste,0.99,100 ml,Glas 170 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.58
129,Aldi Nord Griechische Grüne Olivenpaste,0.99,100 ml,Glas 170 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.58
130,Aldi Nord Griechische Kräuterpaste,0.99,100 ml,Glas 170 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.58
131,Aldi Nord Griechische Auberginenpaste,0.99,100 ml,Glas 170 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.58
132,Orient Spezialitäten Gewürzmühle CousCous Gewürzmischung,1.49,100 Gramm,Mühle 55 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",2.71
133,Trader Joes Röstzwiebeln,0.79,100 Gramm,Beutel 200 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.4
134,Delikato Curry Gewürz Ketchup fein gewürzt,1.39,100 ml,Flasche Kunststoff 875 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.159
135,Delikato Curry Gewürz Ketchup pikant gewürzt,1.39,100 ml,Flasche Kunststoff 875 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.159
136,Delikato Schaschlik Gewürz Ketchup,1.39,100 ml,Flasche Kunststoff 875 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.159
137,Freihofer Gourmet Zitronen Butter Sauce,0.99,100 ml,Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.33
138,Freihofer Gourmet Steinpilz Sauce,0.99,100 ml,Glas 300 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.33
139,Aldi Süd Jodsalz mit Fluorid,0.19,100 Gramm,Packung 500 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",0.038
140,Finesse Fertigsuppen Asia-Suppe vegetarisch,0.89,100 ml,Dose 540 ML,aldi-nord,"Saucen, Suppen & Gewürze",0.16499999999999998
141,Stemberg Bio Gewürzmischung Ras el Hanout,2.49,100 Gramm,Würzdose 65 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",3.83
142,Stemberg Bio Asia Wok Gewürzmischung,2.49,100 Gramm,Würzdose 70 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",3.56
143,Stemberg Bio Koriander gemahlen,2.49,100 Gramm,Würzdose 65 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",3.83
144,Stemberg Bio Kumin gemahlen,2.49,100 Gramm,Dose 65 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",3.83
145,Stemberg Original Fleur de Sel,2.49,100 Gramm,Dose 180 Gramm,aldi-nord,"Saucen, Suppen & Gewürze",1.383
146,Kim Tomatenketchup,0.79,100 ml,Flasche Kunststoff 500 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.158
147,Speisezeit Tomatenrahmsuppe,0.89,100 ml,Dose 400 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.223
148,Kim Delikatess Senf Mittelscharf,0.29,100 ml,Glas 250 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.12
149,Le Gusto Delikatess Sauce Jägersoße - ergibt 2 x 1/4 Liter,0.59,100 ml,Flasche Glas 300 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.2
150,Kim Grill-Sauce Zigeuner Sauce,0.49,100 ml,Tube 200 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.25
151,Kim Delikatess Senf Mittelscharf,1.49,100 Gramm,Beutel 300 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.5
152,Schätze des Orients Hummus Natur,1.49,100 Gramm,Beutel 300 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.5
153,bio Aldi Süd Tomaten Sauce,0.69,100 Gramm,Beutel 200 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.35
154,bio Aldi Süd Tomaten Sauce Arrabbiata,0.19,100 Gramm,Packung 500 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.038
155,Le Gusto Backerbsen,0.35,100 ml,Packung 250 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.14
156,Alpenländer Jodsalz mit Fluorid,0.79,100 ml,Glas 400 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.198
157,Le Gusto Delikatess-Sauce zu Braten 3 x 1/4 Liter,0.69,100 ml,Dose 400 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.173
158,Delikatess Senf mittelscharf Düsseldorfer Senf,0.49,100 ml,Tube 200 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.25
159,Kim Delikatess Mayonnaise,0.89,100 ml,Flasche Kunststoff 500 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.178
160,Be Light Tomatenketchup 60% weniger Kalorien,0.62,100 ml,Flasche Kunststoff 800 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.078
161,Be Light Extra leichte Salatcreme nur 16% Fett,0.99,100 ml,Dosierflasche 500 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.198
162,Le Gusto Delikatess Sauce zu Schweinebraten - ergibt 2 x 1/4 Liter,0.79,100 ml,Glas 400 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.198
163,Cucina Nudelsoße all Arrabbiata,0.25,100 Gramm,Beutel 45 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.56
164,"Le Gusto Aldi Süd Fix für Spaghetti Bolognese, 2-3 Personen",0.45,100 ml,Packung 2 L,aldi-sued,"Saucen, Suppen & Gewürze",0.023
165,"Le Gusto Rindfleisch Suppe mit Nudeln, 4 x 2 Teller",0.69,100 ml,Dose 400 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.173
166,Primana Feine Tomaten Rahmsuppe,0.45,100 ml,Packung 2 L,aldi-sued,"Saucen, Suppen & Gewürze",0.023
167,"Le Gusto Frühlingssuppe mit Nudeln, 4 x 2 Teller",0.45,100 ml,Packung 2 L,aldi-sued,"Saucen, Suppen & Gewürze",0.023
168,"Le Gusto Buchstabensuppe mit Nudeln, 4 x 2 Teller",0.59,100 ml,Flasche Glas 300 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.2
169,Kim Barbecue Sauce Grill Sauce,0.59,100 ml,Flasche Glas 300 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.2
170,Kim Knoblauch-Sauce Grill Sauce,1.49,100 Gramm,Glas 190 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.78
171,Gourmet Finest Cuisine Pesto Spinat und Käse,1.49,100 Gramm,Glas 190 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.78
172,Le Gusto Aldi Süd Tomatensuppe Toscana,0.45,100 Gramm,Tube 200 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.23
173,Happy Harvest Tomatenmark dreifach konzentriert,0.49,100 ml,Glas 250 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.2
174,Bavaria Hausmacher Senf Süß,0.49,Preis pro Stück,Packung 12 Stück,aldi-sued,"Saucen, Suppen & Gewürze",0.04
175,Le Gusto Klare Delikate Brühe ergibt 7 Liter = 46 Tassen,0.49,100 Gramm,Glas 50 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.98
176,Le Gusto Klare Fleisch Brühe ergibt 12 x 1/2 Liter = 6 Liter,0.49,100 Gramm,Glas 70 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.7
177,Feinste Qualität Pfeffer weiss,0.49,100 ml,Glas 250 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.2
178,Feinste Qualität Knoblauch granuliert,0.79,100 ml,Packung 300 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.26
179,Haberland / Aldi Süd Hausmacher Senf süss,0.89,100 ml,Flasche Kunststoff 500 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.18
180,Le Gusto Helle Sauce ergibt 2 x 1/4 Liter,0.89,100 ml,Packung 300 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.3
181,Kim Gourmet Sauce Bearnaise,0.49,100 Gramm,Flasche Glas 250 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.2
182,Kim Würzige Remoulade,0.75,100 ml,Glas 500 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.15
183,Kim Gourmet Sauce Bechamel,2.69,100 ml,Glas 250 ML,aldi-sued,"Saucen, Suppen & Gewürze",1.08
184,Ofterdinger Aldi Guacamole Avocadocreme scharf,1.79,100 Gramm,Becher 150 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",1.19
185,Ofterdinger Aldi Guacamole Avocadocreme mild,1.79,100 Gramm,Becher 150 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",1.19
186,Kim Gourmet Sauce Tomaten Sahne,0.89,100 ml,Packung 300 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.3
187,"Le Gusto Fix für Nudel-Schinken-Gratin, 2-3 Personen",0.25,100 Gramm,Beutel 40 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.63
188,"Le Gusto Fix für Lachs-Sahne Gratin, 2-3 Portionen",0.25,100 Gramm,Beutel 30 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.83
189,Primana Feine Festtagssuppe,0.59,100 ml,Glas 150 ML,aldi-sued,"Saucen, Suppen & Gewürze",0.39
190,Kim Sahne Meerrettich,1.79,100 Gramm,Packung 250 Gramm,aldi-sued,"Saucen, Suppen & Gewürze",0.72
