,Name,Price,Unit,Packet Size,Supermarket,Category,Comparable Price
43,Golden Seafood Kabeljaufilet,3.99,100 Gramm,Packung 300 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.33
44,Mein Veggie Tag Veggie Fischstäbchen,1.99,100 Gramm,Packung 190 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.05
45,Delikato Delikatess  Heringssalat,0.59,100 Gramm,Becher 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.24
46,Delikato Dill Sahne Heringsfilets mit feinen Dillgurken,1.05,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.263
47,Delikato Göteborger Heringstopf mit roten Zwiebeln,0.75,100 Gramm,Becher 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.3
48,"Delikato Delikatess  Heringssalat mit roter Beete, Gurken und Äpfeln",2.09,100 Gramm,Packung 350 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.6
49,Nordholmer Fisch Fass Gabel Rollmöpse,1.59,100 Gramm,Packung 180 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.88
50,Aldi Nord Käse für den Ofen cremig mild,1.59,100 Gramm,Packung 180 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.88
51,Aldi Nord Käse für den Ofen fein würzig,1.99,100 Gramm,Folie 100 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.99
52,Rookhus Lachsforelle geräuchert in Scheiben,1.89,100 Gramm,Packung 450 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.42000000000000004
53,Sölde Mini Frikadellen Fettreduziert,2.29,100 Gramm,Packung 80 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,2.86
54,Nordholmer Fisch Fass Sherry Heringsfilets,1.79,100 ml,Pet-Flasche 1 L,aldi-nord,Frische Lebensmittel aus der Kühlung,0.179
55,Gut Bio Garnelen,1.99,100 Gramm,Packung 175 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.14
56,Freihofer Gourmet Sockeye Wildlachs in Scheiben,3.79,100 Gramm,Packung 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,2.53
57,Golden Seafood Norwegisches Lachsfilet,4.79,100 Gramm,Packung 330 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.45
58,Pure Fruit Orangen Direktsaft mit Fruchtfleisch,1.45,100 ml,Pet-Flasche 1 L,aldi-nord,Frische Lebensmittel aus der Kühlung,0.145
59,Brokkoli frisch,0.59,100 Gramm,Folie 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.118
60,Ofterdinger Aldi Nord Frischer Krautsalat,0.89,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.223
61,"Milsa Voll fit Probiotischer Joghurtdrink light,  6 x 125 g",1.49,100 Gramm,Packung 750 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.199
62,Mama Mancini Pizza Steinofen Salami,1.69,100 Gramm,Packung 430 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.393
63,Houdek Frikadellen nach Hausmacherart,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.398
64,Snaguette mit Knoblauch Butter,0.49,100 Gramm,Packung 175 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.28
65,Snaguette mit Kräuter Butter,0.49,100 Gramm,Packung 175 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.28
66,Golden Seafood Seelachsfilet,3.99,100 Gramm,Packung 330 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.21
67,Delikato Matjesfilets nordische Art,1.15,100 Gramm,Packung 300 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.38
68,Feldsalat küchenfertig,1.09,100 Gramm,Packung 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.73
69,Ofterdinger Zigeuner Salat mit Fleischbrät und Paprika,0.95,100 Gramm,Becher 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.38
70,Ofterdinger Lauch Salat mit Vorderschinken,0.95,100 Gramm,Becher 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.38
71,Ofterdinger Joghurt Puten Salat mit Curry,0.95,100 Gramm,Becher 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.63
72,Delikato / Aldi Nord Aal Filets,1.19,100 Gramm,Rolle 300 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.4
73,Cuisinette Frischer Mürbeteig,0.99,100 Gramm,Becher 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.5
74,"Ofterdinger Käse Salat herzhaft, mit Gurken und Paprika",0.45,100 Gramm,Packung 175 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.26
75,Valess Fleischfreie Schnitzel 2 Stück,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.398
76,Aldi Nord Baguette mit Kräuterbutter und Knoblauch,1.99,100 Gramm,Packung 450 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.442
77,Houdek Mini Frikadellen nach Hausmacherart,1.19,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.298
78,Houdek Mini Frikadellen Fettreduziert,1.59,100 Gramm,Packung 180 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.88
79,Aldi Nord Grill Käse voller Weichkäsegeschmack,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.0
80,Ofterdinger Schichtsalat mit Käse und Ei,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.0
81,Aldi Nord Käse für den Ofen Tomate Basilikum,1.69,100 Gramm,Packung 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.42300000000000004
82,Aldi Nord BBQ Grill Käse Chili,0.75,100 Gramm,Packung 600 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.13
83,Freihofer Gourmet Premium Salat Rinderbraten,1.69,100 Gramm,Becher 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.13
84,Kitchenette Geflügel Lasagne,1.69,100 Gramm,Packung 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.42300000000000004
85,Kitchenette Schweinegeschnetzeltes,1.69,100 Gramm,Packung 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.42300000000000004
86,Gut Bio Veggie Aufschitt 12 Scheiben,1.85,100 Gramm,Packung 120 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.54
87,Trader Joes Frische Salate Caesar mit Sylter Dressing,1.69,100 Gramm,Schale 300 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.56
88,Casa Morando Antipasti Creme Mango Chili,1.39,100 Gramm,Schale 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.93
89,Aldi Nord Grill Käse Kräuter,5.99,100 Gramm,Packung 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,2.4
90,Gut Bio Bio Lachsfilet,3.29,100 Gramm,Packung 100 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,3.29
91,Gut Bio Räucherlachs,3.89,100 Gramm,Packung 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,2.59
92,Nordholmer Fisch Fass Zwiebel Heringsfilet,3.29,100 Gramm,Packung 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.32
93,Rookhus Sockeye Wildlachs,2.59,100 Gramm,Packung 120 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,2.16
94,Golden Seafood Crevetten rose,2.59,100 Gramm,Packung 120 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,2.16
95,Gourmet Garnelenspiesse Kräuter,1.79,100 Gramm,Packung 290 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.62
96,delikato Surimi Sticks mit Cocktail Dip,1.79,100 Gramm,Packung 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.9
97,Nordholmer Fisch Buffet Premium Matjesfilets Nordischer Art mit Hausfrauensauce,1.99,100 Gramm,Packung 255 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.78
98,Nordholmer Fisch Buffet Premium Matjesfilets Nordischer Art mit Honig Senf Sauce,1.99,100 Gramm,Packung 255 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.78
99,Golden Seafood Regenbogenforelle frisch,4.49,100 Gramm,Packung 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.9
100,Gourmet Heilbutt kalt geräuchert,2.99,100 Gramm,Packung 100 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,2.99
101,Gourmet Finest Cuicine Echter Kaviar,2.39,100 Gramm,Packung 110 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,2.17
102,Gourmet Fruits de Mer / Aldi Nord Party Crevetten mit Schwanzsegment,2.39,100 Gramm,Packung 125 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.91
103,Gourmet Fruits de Mer / Aldi Nord Lousiana Flusskrebse aus Wildfang,1.59,100 Gramm,Packung 185 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.86
104,La Fluet Sandwich Schinken Käse,1.99,100 Gramm,Packung 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.33
105,Rookhus Geräucherte Makrelenfilets Naturbelassen,0.59,100 Gramm, 1 KG,aldi-nord,Frische Lebensmittel aus der Kühlung,0.059
106,Nordholmer Fisch Buffet Heringshappen mit frischen Gartenkräutern,2.39,100 Gramm,Packung 140 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.71
107,Äpfel Braeburn,0.99,100 Gramm,Packung 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.198
108,Gourmet Fruits de Mer / Aldi Nord Eismeer Garnelen aus Wildfang,1.59,100 Gramm,Packung 185 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.86
109,La Fluet  Sandwich Tomate Mozzarella,1.59,100 Gramm,Packung 180 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.88
110,Nordholmer Friesentopf Dill Sahne Heringsfilets,1.39,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.348
111,Aldi Nord 4 Gouda gebacken,1.89,100 Gramm,Packung 300 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.63
112,"Voll fit Light Probiotischer Joghurtdrink Himbeer, 6 x 125 g, 0.1 % Fett",1.59,100 Gramm,Packung 750 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.21200000000000002
113,Delikato Sahne Heringsfilets mit feinen Senfgurken,1.05,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.263
114,Delikato Joghurt Heringsfilets light,1.05,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.263
115,Landbeck / Aldi Nord Mini Frikadellen in würziger Curry Ketchup Sauce,1.29,100 Gramm,Packung 220 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.5860000000000001
116,Freihofer Gourmet Lachsforelle geräuchert in Scheiben,1.89,100 Gramm,Packung 100 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.89
117,Ofterdinger Champignon Salat verfeinert mit Sahne und Kräutern,0.99,100 Gramm,Becher 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.66
118,Nordholmer Fisch Buffet Alaska Seelachsschnitzel mit ausgewogener Salznote,1.59,100 Gramm,Packung 170 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.94
119,La Fluet Sandwich Chicken Tikka,0.99,100 Gramm,Becher 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.4
120,Freihofer Gourmet Graved Lachs in Scheiben,2.99,100 Gramm,Packung 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.99
121,Nordholmer Fisch Fass Matjesfilets Nordische Art,1.29,100 Gramm,Packung 256 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.5
122,Nordholmer Fisch Fass Edle Matjesfilet mit Zwiebeln,1.29,100 Gramm,Packung 225 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.57
123,Nordholmer Fisch Fass Edle Matjesfilet mit Gartenkräuter,1.19,100 Gramm,Becher 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.48
124,Nordholmer Fisch Buffet Heringshappen mit Apfel & Lauch in Sahnesauce,1.89,100 Gramm,Packung 300 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.63
125,Aldi Nord 4 Grillkäse,1.09,100 Gramm,,aldi-nord,Frische Lebensmittel aus der Kühlung,0.0
126,Holstensegen Kartoffelgratin mit Creme fraiche,1.69,100 Gramm,Schale 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.13
127,Gourmet Finest Cuicine Forellenkaviar,1.49,100 Gramm,Schale 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.99
128,Gourmet Finest Cuisine Lachsrückenfilet,1.59,100 Gramm,Packung 750 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.21200000000000002
129,Casa Morando Antipasti Creme Feta,2.39,100 Gramm,Packung 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.6
130,"Voll fit Probiotischer Joghurtdrink Pur, 6 x 125 g. 0,1 % Fett",2.29,100 Gramm,Packung 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.15
131,Bauernglück / Aldi Nord Cevapcici,1.99,100 Gramm,500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.398
132,Mein Veggie Tag Vegetarische Schnitzel Brokkoli Käse,0.89,100 Gramm,Schale 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.36
133,Schwarzwurzeln,0.89,100 Gramm,Schale 220 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.4
134,Leichter Genuss / Aldi Nord Eier Salat,0.89,100 Gramm,Schale 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.45
135,Leichter Genuss / Aldi Nord Tunfisch Salat,4.29,100 Gramm,Eimer 1200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.36
136,Leichter Genuss / Aldi Nord Brokkoli Schinken Salat,1.69,100 Gramm,Becher 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.13
137,Marner / Aldi Nord Salzheringsfilets,1.69,100 Gramm,Becher 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.13
138,Freihofer Gourmet Premium Salat Hähnchenbrust,1.69,100 Gramm,Becher 150 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.13
139,Freihofer Gourmet Premium Salat Lachsforelle,1.69,100 Gramm,Becher 125 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.35
140,Kirschen frisch,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.398
141,Maelkebotte gesalzen Mischstreichfett 75%,1.29,100 Gramm,Becher 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.52
142,Pizza Casa Fertig Pizzateig + 400 g + 200 g zubereitete Tomatensauße,1.79,100 Gramm,Packung 600 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.298
143,Trauben hell kernlos,1.19,100 Gramm,Schale 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.238
144,Blumenkohl 1 Kopf,0.85,Preis pro Stück, 1 Stück,aldi-nord,Frische Lebensmittel aus der Kühlung,0.85
145,Mango frisch,0.92,100 Gramm,Sack 4 KG,aldi-nord,Frische Lebensmittel aus der Kühlung,0.023
146,Speisekartoffeln Deutschland vorwiegend festkochend,1.95,100 Gramm,Packung 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.39
147,Tafeltrauben hell,2.89,100 Gramm,Kunststoffschale 1000 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.28900000000000003
148,Delikato Fertiggerichte Lasagne Bolognese,1.99,100 Gramm,Packung 300 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.66
149,"Sölde Pfannenlecker Hähnchen Schnitzel paniert, 2 Stück",1.99,100 Gramm,Packung 125 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.59
150,Trader Joes Frische Salate Hähnchen mit French Dressing,1.99,100 Gramm,Packung 125 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.59
151,Rookhus Stremel Lachs Mexiko,1.89,100 Gramm,Packung 300 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.63
152,Delikato Alaska Seelachs Oregano,1.19,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.298
153,Ofterdinger Aldi Nord Griechischer Hirtensalat,0.45,100 Gramm,Becher 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.23
154,Ofterdinger Aldi Nord Tortellinisalat,0.45,100 Gramm,Becher 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.23
155,Ofterdinger Aldi Nord Herzhafter Nudelsalat mit Paprika,1.59,100 Gramm,Kunststoffschale 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.64
156,Ofterdinger Aldi Nord  Kartoffelsalat Feiner,1.59,100 Gramm,Kunststoffschale 250 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.64
157,Aldi Nord Grillkäse Kräuter,1.59,100 Gramm,Packung 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.8
158,Aldi Nord Grillkäse Natur,1.59,100 Gramm,Packung 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.8
159,Aldi Nord Grillkäse Chili,1.59,100 Gramm,Packung 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.8
160,Mama Mancini Pizzabrötchen Peperoni,1.99,100 Gramm,Packung 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.49800000000000005
161,Mama Mancini Pizzabrötchen Oliva,1.99,100 Gramm,Packung 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.49800000000000005
162,Mama Mancini Pizzabrötchen Salame,1.99,100 Gramm,Packung 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.49800000000000005
163,Ofterdinger Aldi Nord Klassischer Bohnensalat mit Sahne verfeinert,1.19,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.3
164,Ofterdinger Aldi Nord  Rustikaler Kartoffelsalat mit Speck und Zwiebeln,1.19,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.298
165,Ofterdinger Aldi Nord  Bauern Kartoffelsalat mit Gurken und Speck,1.19,100 Gramm,Becher 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.298
166,Nordholmer Fisch Buffet Seelachs Salat mit Sellerie & Lauch,0.99,100 Gramm,Schale 280 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.35
167,TIDE Garnelengenuss Für die Pfanne Athena,0.99,100 Gramm,Schale 280 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.35
168,Trader Joes Rotkrautsalat,0.99,100 Gramm,Schale 280 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.35
169,Trader Joes Möhrensalat,0.99,100 Gramm,Schale 280 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.35
170,Kitchenette Hühner Frikassee,1.69,100 Gramm,Packung 400 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.42300000000000004
171,Gut Bio Speisekartoffeln festkochend,1.35,100 Gramm,Netz 2 KG,aldi-nord,Frische Lebensmittel aus der Kühlung,0.068
172,Pomberg Brokkoli Schinken Salat light,0.95,100 Gramm,Schale 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.19
173,Freihofer Gourmet Echter Stremel Lachs Mexiko,1.89,100 Gramm,Schale 125 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,1.51
174,Freihofer Gourmet Echter Stremel Lachs mit schwarzem Pfeffer,1.55,100 Gramm,Schale 200 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.78
175,Freihofer Gourmet Echter Stremel Lachs Dill,0.22,Preis pro Stück,,aldi-nord,Frische Lebensmittel aus der Kühlung,0.22
176,Zitronen frisch,0.69,100 Gramm,Netz 500 Gramm,aldi-nord,Frische Lebensmittel aus der Kühlung,0.13799999999999998
177,Ananas frisch,1.09,Preis pro Stück, 1 Stück,aldi-nord,Frische Lebensmittel aus der Kühlung,1.09
