,Name,Price,Price per,Unit,Packet Size,Supermarket
0,Almare Sahne Heringsfilets in Sahnesauce,"2,29 €","0,92 €",Preis pro 100 Gramm,(Packung 250 Gramm),aldi-sued
1,Coca Cola,"1,35 €","3,38 €",Preis pro 1 KG,(Schale 400 Gramm),aldi-sued
2,Desira Grieß Pudding Pur,"0,99 €","0,79 €",Preis pro 1 Liter,(Pet-Flasche 1.25 L),aldi-sued
3,"bio Aldi Süd frische Bio-Vollmilch längerfrisch, 3,8% Fett","0,35 €","0,20 €",Preis pro 100 Gramm,(Becher 175 Gramm),aldi-sued
4,Nutella,"1,05 €","1,05 €",Preis pro 1 Liter,(Getränkekarton 1 L),aldi-sued
5,Landvogt Original Schwäbische Maultaschen mit einer leckeren Fleisch-Füllung,"3,89 €","4,42 €",Preis pro 1 KG,"(Glas 880 Gramm, + 80 g Gratis)",aldi-sued
6,Choco Bistro Doppelino Haselnusskekse mit Cremefüllung,"1,29 €","0,36 €",Preis pro 100 Gramm,(Packung 360 Gramm),aldi-sued
7,Iglo Schlemmer-Filet Classic a la Bordelaise,"1,69 €","0,34 €",Preis pro 100 Gramm,(Packung 500 Gramm),aldi-sued
8,Aldi Süd bio Honig flüssig,"2,99 €","7,87 €",Preis pro 1 KG,(Packung 380 Gramm),aldi-sued
9,Choceur Aldi Süd Schoko Milch Riegel,"3,55 €","7,10 €",Preis pro 1 KG,(Glas 500 Gramm),aldi-sued
10,Bio Aldi Süd Bio Hackfleisch gemischt,"1,29 €","0,65 €",Preis pro 100 Gramm,(Packung 200 Gramm),aldi-sued
11,Aldi Süd bio Eier M / L,"3,59 €","8,98 €",Preis pro 1 KG,(Packung 400 Gramm),aldi-sued
12,Milfina  H- Schmand,"2,69 €","0,27 €",Preis pro Stück,(Packung 10 Stück),aldi-sued
13,Aldi Süd bio Garnelen,"0,53 €","0,27 €",Preis pro 100 Gramm,(Becher 200 Gramm),aldi-sued
14,Aldi Süd bio Butter,"4,49 €","1,80 €",Preis pro 100 Gramm,(Packung 250 Gramm),aldi-sued
15,Desira Frucht auf Joghurt Pfirsich Maracuja,"1,99 €","1,00 €",Preis pro 100 Gramm,(Packung 200 Gramm),aldi-sued
16,la finesse Aldi Süd Kartoffel Knuspertaschen mit Frischkäse,"0,35 €","0,23 €",Preis pro 100 Gramm,(Becher 150 Gramm),aldi-sued
17,Wiha Aldi Süd Nussknacker mit ganzen Nüssen,"1,89 €","3,15 €",Preis pro 1 KG,(Beutel 600 Gramm),aldi-sued
18,Cucina Lasagne Bolognese,"0,59 €","0,00 €",Preis pro 100 Gramm,(),aldi-sued
19,"Sweet Valley Schattenmorellen entsteint, gezuckert","2,99 €","2,99 €",Preis pro 1 KG,(Packung 1000 Gramm),aldi-sued
20,Aldi Süd Irische Butter,"0,79 €","1,16 €",Preis pro 1 KG,(Glas 680 Gramm),aldi-sued
21,rio d oro Premium Apfel Direktsaft naturtrüb,"1,59 €","0,64 €",Preis pro 100 Gramm,(Packung 250 Gramm),aldi-sued
22,Alpenmark Emmentaler gerieben,"0,79 €","0,79 €",Preis pro 1 Liter,(Getränkekarton 1 L),aldi-sued
23,rio d oro Orangensaft Premium Direktsaft direkt gepresst,"1,39 €","0,70 €",Preis pro 100 Gramm,(Beutel 200 Gramm),aldi-sued
24,Knusperone Honey Rings,"1,49 €","1,49 €",Preis pro 1 Liter,(Flasche (Kunststoff) 1 L),aldi-sued
25,Milfina Süßrahmbutter,"1,99 €","3,32 €",Preis pro 1 KG,(Packung 600 Gramm),aldi-sued
26,Dr. Oetker Rote Grütze herrlich fruchtig,"1,39 €","0,56 €",Preis pro 100 Gramm,(Packung 250 Gramm),aldi-sued
