,Name,Price,Unit,Packet Size,Supermarket,Category,Comparable Price
56,Traders Joes Ananas-Scheiben ganze Scheiben,0.99,100 Gramm,Dose 800 Gramm,aldi-nord,Konserven,0.124
57,"Klostergarten / Aldi Nord Kürbis süß sauer, aromatisch",0.89,100 Gramm,Dose 500 Gramm,aldi-nord,Konserven,0.178
58,Klostergarten Schlachtekraut,0.59,100 ml,Glas 720 ML,aldi-nord,Konserven,0.08199999999999999
59,Klostergarten Straßburger Mildkraut Weinsauerkraut mild,1.29,100 Gramm,Dose 280 Gramm,aldi-nord,Konserven,0.46
60,Klostergarten Gurkensticks,0.49,100 ml,Dose 314 ML,aldi-nord,Konserven,0.16
61,Oliven mit Chili Grüne Manzanilla,1.49,100 Gramm,Glas 530 Gramm,aldi-nord,Konserven,0.281
62,Greece Auberginen in Tomatensauce,1.69,100 Gramm,Schale 400 Gramm,aldi-nord,Konserven,0.42300000000000004
63,Greece Weiße Riesen Bohnen in Tomatensauce,0.99,100 Gramm,Glas 400 Gramm,aldi-nord,Konserven,0.248
64,Kings Crown / Aldi Nord Champignons 3. Wahl - geschnitten,0.49,100 Gramm,Glas 340 Gramm,aldi-nord,Konserven,0.14
65,Gourmet Finest Cuicine Preiselbeeren mit Cranberry,0.69,100 ml,Dose 314 ML,aldi-nord,Konserven,0.22
66,Trader Joes Mandarin Orangen,0.79,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.4
67,Rügen Fisch Heringsfilets in Tomaten-Creme,0.85,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.43
68,Fjördens Heringsfilet in Tomaten Curry Creme,2.99,100 Gramm,Dose 400 Gramm,aldi-nord,Konserven,0.748
69,Omnimax Ragout Fin,0.49,100 ml,Dose 340 Gramm,aldi-nord,Konserven,0.0
70,Kings Crown Sonnen Mais,0.45,100 Gramm,Dose 312 Gramm,aldi-nord,Konserven,0.14
71,Golden Fruit Mandarin Orangen geschält und leicht gezuckert,1.29,100 Gramm,Glas 250 Gramm,aldi-nord,Konserven,0.52
72,Buchenhaus Rotwurst,1.29,100 Gramm,Glas 250 Gramm,aldi-nord,Konserven,0.52
73,Buchenhaus Jagdwurst,1.29,100 Gramm,Glas 250 Gramm,aldi-nord,Konserven,0.52
74,Buchenhaus Leberwurst fein,1.89,100 Gramm,Glas 300 Gramm,aldi-nord,Konserven,0.63
75,Böklunder Sauerfleisch,1.15,100 Gramm,Schale 200 Gramm,aldi-nord,Konserven,0.575
76,Espana / Aldi Nord Spanische Oliven gefüllt mit Paprikapaste,0.49,100 Gramm,Glas 330 Gramm,aldi-nord,Konserven,0.15
77,Delikato Bismarck Heringe,0.99,100 ml,Dose 850 ML,aldi-nord,Konserven,0.11599999999999999
78,"Orient Spezialitäten Oliven grün, ohne Stein, 4 x 120g",1.79,100 Gramm,Packung 480 Gramm,aldi-nord,Konserven,0.37
79,Kings Crown / Aldi Nord Kidney Bohnen rot,0.45,100 ml,Dose 425 ML,aldi-nord,Konserven,0.10600000000000001
80,Wilke Waldecker Bockwurst 10 Stück x 90 g,0.99,100 Gramm,Dose 290 Gramm,aldi-nord,Konserven,0.34
81,Gourmet Finest Cuicine Preiselbeeren mit Rotwein und Zimt,0.95,100 Gramm,Glas 380 Gramm,aldi-nord,Konserven,0.25
82,Spindler Pfifferlinge,1.29,100 Gramm,Glas 250 Gramm,aldi-nord,Konserven,0.52
83,Böklunder Excelsior Bockwurst 5 Stück,1.89,100 Gramm,Glas 550 Gramm,aldi-nord,Konserven,0.34
84,Rätzel Hausmacher Leberwurst,2.99,100 Gramm,Dose 400 Gramm,aldi-nord,Konserven,0.75
85,Könecke Geflügelfleischwürstchen 6 Stück,2.99,100 Gramm,Dose 400 Gramm,aldi-nord,Konserven,0.748
86,Zimmermann Hirschgulasch,0.89,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.45
87,Zimmermann Wildtopf mit Waldpilzen,0.89,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.45
88,Fjördens Heringsfilet in Pfeffer Creme,0.85,100 ml,Glas 370 ML,aldi-nord,Konserven,0.23
89,Fjördens Heringsfilet in Senf Dijon Creme,1.99,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,1.0
90,Gut Bio Rote Bete,1.99,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,1.0
91,Gut Bio Sellerie Salat,0.85,100 ml,Glas 370 ML,aldi-nord,Konserven,0.23
92,Gut Bio Karotten Salat,0.85,100 ml,Glas 370 ML,aldi-nord,Konserven,0.23
93,Gut Drei Eichen Hausmacher Rotwurst,1.79,100 Gramm,Glas 250 Gramm,aldi-nord,Konserven,0.72
94,Güldenhof Geflügelwürstchen,1.99,100 Gramm,Glas 550 Gramm,aldi-nord,Konserven,0.362
95,Gut Bio Apfelmus,0.99,100 ml,Glas 370 ML,aldi-nord,Konserven,0.268
96,Golden Fruit Williams Christ Birnen Halbe Frucht,1.29,100 ml,Dose 850 ML,aldi-nord,Konserven,0.152
97,Trader Joes Thunfisch in eigenem Saft,0.69,100 Gramm,Dose 195 Gramm,aldi-nord,Konserven,0.35
98,Trader Joes Cranberries Stark gezuckert,1.19,100 ml,Glas 370 ML,aldi-nord,Konserven,0.32
99,Greece Grüne Bohnen in Tomatensauce,0.65,100 ml,Dose 580 ML,aldi-nord,Konserven,0.11200000000000002
100,Traders Joes Ananas Stücke ganze Scheiben,0.79,100 ml,Glas 720ml,aldi-nord,Konserven,0.11000000000000001
101,Klostergarten Delikatess Gurkenfäßchen Auslese,0.99,100 ml,Glas 370 ML,aldi-nord,Konserven,0.27
102,Kings Crown / Aldi Nord Stangenspargel,0.75,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.38
103,Fischfiness / Aldi Nord Heringsfilets in Tomaten Creme,0.55,100 Gramm,Dose 125 Gramm,aldi-nord,Konserven,0.44
104,Ocean Steamer Sardinen in Sonnenblumenöl,1.99,100 Gramm,Dose 170 Gramm,aldi-nord,Konserven,1.17
105,Fischfiness Atlantisches Lachsfilet Naturell,1.99,100 Gramm,Dose 170 Gramm,aldi-nord,Konserven,1.17
106,"Gut Bio Wiener Würstchen 6 Stück x 41,67 g",0.85,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.43
107,Fjördens Heringsfilet Feinschmeckerplatte,0.79,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.4
108,Fischfiness / Aldi Nord Heringsfilets in Pfeffer Creme,1.99,100 Gramm,Schale 450 Gramm,aldi-nord,Konserven,0.442
109,Omnimax Bauernrouladen in feiner Bratensauce,0.4,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.2
110,"Andi Wellness Heringsfilets Trend, süß-saurer asiatisch",0.89,100 ml,Glas 720 ML,aldi-nord,Konserven,0.124
111,"Kings Crown Schattenmorellen im eigenen Saft, geschält",0.89,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.45
112,Fisch Finess Heringsfilets Activity in süß-scharfer Curry-Sauce,0.79,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.4
113,Fischfiness / Aldi Nord Heringsfilets Feinschmeckerplatte,0.79,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.4
114,Fischfiness / Aldi Nord Heringsfilets in Senf Dijon Creme,0.79,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.4
115,"Andi Wellness Heringsfilets Vital, in fruchtiger Mango-Ingwer-Sauce",0.79,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.4
116,"Andi Wellness Heringsfilets Aktiv, süß-scharfer Curry-Sauce",2.59,100 Gramm,Glas 225 Gramm,aldi-nord,Konserven,1.15
117,Ocean Steamer Thunfischfilets Große Filets in Olivenöl,1.99,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,1.0
118,Fischfiness / Aldi Nord Lachsfilet in Sauce,1.59,100 Gramm,Dose 708 Gramm,aldi-nord,Konserven,0.225
119,Golden Fruit Himbeeren gezuckert,0.95,100 ml,Dose 425 ML,aldi-nord,Konserven,0.22
120,Fisch Finess Heringsfilets Vitality in fruchtiger Mango-Ingwer-Sauce,0.89,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.45
121,Fisch Finess Heringsfilets Relax in süß-saurer asiatischer Sauce,0.89,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.45
122,Pottkieker Schweine-Gulaschtopf mit Kartoffeln,1.99,100 Gramm,Dose 800 Gramm,aldi-nord,Konserven,0.24900000000000003
123,Fischfiness Thunfisch-Röllchen Hot-Chilli-Sauce,0.99,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.5
124,Fischfiness Thunfisch-Röllchen Tomaten-Basilikum-Sauce,0.99,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.5
125,Fischfiness Thunfisch-Röllchen Curry-Ananas-Sauce,0.99,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.5
126,Fischfiness Thunfisch-Röllchen Asia-Sauce,0.99,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.5
127,Fischfiness Thunfisch-Röllchen Gewürz-Ketchup,0.99,100 Gramm,Dose 200 Gramm,aldi-nord,Konserven,0.5
128,Aldi Nord Griechische Oliven mit Knoblauch,1.49,100 ml,Dose 370 ML,aldi-nord,Konserven,0.4
129,Aldi Nord Griechische Oliven mit Mandeln,1.49,100 ml,Dose 370 ML,aldi-nord,Konserven,0.4
130,Pottkicker Fleischklößchen In herzhafter Jägersauce,1.79,100 Gramm,Dose 540 Gramm,aldi-nord,Konserven,0.331
131,Pottkicker Fleischklößchen In feiner Kräutersauce,1.79,100 Gramm,Dose 540 Gramm,aldi-nord,Konserven,0.331
132,Pottkicker Fleischklößchen in pikanter Paprikasauce,1.79,100 Gramm,Dose 540 Gramm,aldi-nord,Konserven,0.331
133,Pottkicker Fleischklößchen In pikanter Zigeunersauce,1.79,100 Gramm,Dose 540 Gramm,aldi-nord,Konserven,0.331
134,Golden Fruit Ananas-Scheiben,0.99,100 ml,Dose 850 ML,aldi-nord,Konserven,0.11599999999999999
135,"Golden fruit /Aldi Nord Ananas in Stücken, leicht gezuckert",0.65,100 ml,Dose 580 ML,aldi-nord,Konserven,0.11200000000000002
136,"Golden fruit/ Aldi Nord Pfirsiche halbe Frucht, gezuckert",0.95,100 ml,Dose 850 ML,aldi-nord,Konserven,0.11200000000000002
137,Kings Crown / Aldi Nord Schwarzwurzeln,0.95,100 ml,Glas 580 ML,aldi-nord,Konserven,0.16399999999999998
138,Greece Grüne Oliven gefüllt mit Mandeln,1.49,100 ml,Glas 370 ML,aldi-nord,Konserven,0.4
139,Greece Grüne Oliven gefüllt mit Knoblauch,1.49,100 ml,Glas 370 ML,aldi-nord,Konserven,0.4
140,Peppaco Kirschpaprika Tropical,2.39,100 Gramm,Glas 340 Gramm,aldi-nord,Konserven,0.7
141,Könecke Schinken Bockwurst,1.89,100 Gramm,Glas 300 Gramm,aldi-nord,Konserven,0.63
142,Böklunder Zwiebelfleisch,1.29,100 Gramm,Glas 250 Gramm,aldi-nord,Konserven,0.52
143,Rätzel Hausmacher Rotwurst,0.89,100 ml,Dose 540 ML,aldi-nord,Konserven,0.16499999999999998
144,Finesse Fertigsuppen Kartoffel-Karottentopf vegetarisch,1.49,100 Gramm,Dose 400 Gramm,aldi-nord,Konserven,0.373
145,Bauernschmaus Rindergulasch,1.49,100 Gramm,Dose 400 Gramm,aldi-nord,Konserven,0.373
146,Bauernschmaus Rinder Rahmgulasch mit Champignons,1.49,100 Gramm,Dose 400 Gramm,aldi-nord,Konserven,0.373
147,Bauernschmaus Rinder Paprikagulasch,1.59,100 Gramm,Dose 800 Gramm,aldi-nord,Konserven,0.199
148,Pottkicker Gemüse-Ragout mit Hackbällchen,1.59,100 Gramm,Dose 800 Gramm,aldi-nord,Konserven,0.199
149,Pottkicker Klopse in Pusztasauce mit Kartoffeln,1.59,100 Gramm,Dose 800 Gramm,aldi-nord,Konserven,0.199
150,Pottkicker Gemüse-Eintopf mit Hackbällchen,1.59,100 Gramm,Dose 800 Gramm,aldi-nord,Konserven,0.199
151,Finesse Fertigsuppen Gemüseeintopf vegetarisch,0.89,100 ml,Dose 540 ML,aldi-nord,Konserven,0.16499999999999998
152,Peppaco Kirschpaprika Hirtenkäse,2.39,100 Gramm,Glas 340 Gramm,aldi-nord,Konserven,0.7
153,Peppaco Kirschpaprika Meerrettich,2.39,100 Gramm,Glas 340 Gramm,aldi-nord,Konserven,0.7
154,Peppaco Kirschpaprika Bärlauch,2.39,100 Gramm,Glas 340 Gramm,aldi-nord,Konserven,0.7
155,Peppaco Kirschpaprika Französische Kräuter,2.39,100 Gramm,Glas 340 Gramm,aldi-nord,Konserven,0.7
156,Iska Feine junge grüne Bohnen,0.99,100 ml,Dose 720 ML,aldi-nord,Konserven,0.13799999999999998
157,Kashi & Papey Anti Pasti getrocknete Tomaten mit Kapern und Kräuter in Rapsöl,0.99,100 Gramm,Dose 170 Gramm,aldi-nord,Konserven,0.58
158,Yano Bierschinken,0.99,100 Gramm,Dose 170 Gramm,aldi-nord,Konserven,0.58
159,Yano Schweinefleisch,0.99,100 Gramm,Dose 170 Gramm,aldi-nord,Konserven,0.5820000000000001
160,Yano Rindgulasch,1.89,100 Gramm,Dose 400 Gramm,aldi-nord,Konserven,0.47
161,Omnimax Land Diele Truthahnfleisch im eigenen Saft,1.79,100 Gramm,Dose 300 Gramm,aldi-nord,Konserven,0.6
162,Ebstorfer Hausmacher Dosenwurst Frühstücksfleisch,1.79,100 Gramm,Dose 300 Gramm,aldi-nord,Konserven,0.6
163,Ebstorfer Hausmacher Dosenwurst Kräuter Leberwurst,1.79,100 Gramm,Dose 300 Gramm,aldi-nord,Konserven,0.6
164,Ebstorfer Hausmacher Dosenwurst Bauernsülze,1.79,100 Gramm,Dose 300 Gramm,aldi-nord,Konserven,0.6
165,Omnimax Hackbraten in Zigeunersauce,1.99,100 Gramm,Schale 450 Gramm,aldi-nord,Konserven,0.442
166,Omnimax Hackbraten in Jägersauce,1.99,100 Gramm,Schale 450 Gramm,aldi-nord,Konserven,0.442
167,Omnimax Fleischbällchen in Tomatensauce,1.99,100 Gramm,Schale 450 Gramm,aldi-nord,Konserven,0.442
168,Omnimax Rindfleisch im eigenen Saft,1.49,100 Gramm,Dose 300 Gramm,aldi-nord,Konserven,0.5
169,"Sweet Valley Schattenmorellen entsteint, gezuckert",0.79,100 Gramm,Glas 680 Gramm,aldi-sued,Konserven,0.11599999999999999
170,Gartenkrone Aldi Süd Rote Bete in Scheiben,0.39,100 Gramm,Glas 520 Gramm,aldi-sued,Konserven,0.075
171,Armada Sardinen Classic,0.59,100 Gramm,Dose 125 Gramm,aldi-sued,Konserven,0.47
172,"Sweet Valley Mandarin-Orangen geschält, leicht gezuckert",0.69,100 ml,Dose 314 ML,aldi-sued,Konserven,0.22
173,Armada Thunfisch Filet in Sonnenblumenöl,1.09,100 Gramm,Dose 200 Gramm,aldi-sued,Konserven,0.55
174,"Armada Heringsfilets in Tomaten-Sauce, geteilt",0.75,100 Gramm,Dose 200 Gramm,aldi-sued,Konserven,0.38
175,Primana  Linsen Eintopf mit magerem Schweinefleisch,0.69,100 Gramm,Dose 800 Gramm,aldi-sued,Konserven,0.086
176,"Sweet Valley Ananas in Stücken, leicht gezuckert",0.65,100 Gramm,Dose 560 Gramm,aldi-sued,Konserven,0.11599999999999999
177,Primana  Eintöpfe Kartoffel Topf mit Würstchen und Rauchspeck,0.99,100 Gramm,Dose 800 Gramm,aldi-sued,Konserven,0.124
178,Armada Sardinen Chilli,0.59,100 Gramm,Dose 125 Gramm,aldi-sued,Konserven,0.47
179,Landvogt Aldi Süd Leberknödel,1.69,100 Gramm,Packung 400 Gramm,aldi-sued,Konserven,0.42
180,"Happy Harvest Tomaten fein gehackt, in Tomatensaft",0.35,100 Gramm,Dose 400 Gramm,aldi-sued,Konserven,0.088
181,Primana Chili con Carne mit Kidneybohnen,1.39,100 Gramm,Glas 800 Gramm,aldi-sued,Konserven,0.174
182,Aldi Süd Hausmacher feinstes Bauernfrühstück Schweinefleischsülze,0.79,100 Gramm,Glas 250 Gramm,aldi-sued,Konserven,0.32
183,Aldi Süd Bock Würstchen,5.49,100 Gramm,Dose 1650 Gramm,aldi-sued,Konserven,0.333
184,Gartenkrone Cornichons fein verlesen,0.99,100 Gramm,Glas 670 Gramm,aldi-sued,Konserven,0.148
185,"Sweet Valley Ananas in Scheiben, leicht gezuckert",1.49,100 ml,Dose 850 ML,aldi-sued,Konserven,0.175
186,"Sweet Valley Pfirsiche Choice halbe Frucht, gezuckert",1.19,100 Gramm,Dose 820 Gramm,aldi-sued,Konserven,0.145
187,Wonnemeyer Karotten Salat mit Sahne,0.59,100 Gramm,Glas 530 Gramm,aldi-sued,Konserven,0.11100000000000002
188,Gartenkrone Feinwürzige Gurken Feurig pikant,0.39,100 Gramm,Dose 400 Gramm,aldi-sued,Konserven,0.098
189,Gartenkrone Aldi Süd Junge Erbsen sehr fein,0.45,100 Gramm,Dose 340 Gramm,aldi-sued,Konserven,0.13
190,Gartenkrone Sonnenmais,0.45,100 Gramm,Dose 680 Gramm,aldi-sued,Konserven,0.066
191,Gartenkrone Apfel Rotkohl gebunden,0.89,100 Gramm,Dose 200 Gramm,aldi-sued,Konserven,0.45
192,Armada Heringsfilets Tomaten-Cocktail,2.59,100 Gramm,Dose 340 Gramm,aldi-sued,Konserven,0.76
193,Südamerikanisches Corned Beef Spitzenqualität,0.89,100 Gramm,Glas 680 Gramm,aldi-sued,Konserven,0.131
194,"Gartenkrone Schattenmorellen entsteint, gezuckert",1.09,100 Gramm,Dose 195 Gramm,aldi-sued,Konserven,0.56
195,Armada Thunfisch Filet in eigenem Saft,0.85,100 Gramm,Dose 200 Gramm,aldi-sued,Konserven,0.43
196,Armada Heringsfilets Gourmet-Platte Classic,0.39,100 ml,Getränkekarton 500 ML,aldi-sued,Konserven,0.078
197,Gartenkrone Tomaten passiert,0.39,100 ml,Dose 425 ML,aldi-sued,Konserven,0.092
198,Gartenkrone Junge Erbsen mit Möhrchen extra fein,0.99,100 Gramm,Dose 800 Gramm,aldi-sued,Konserven,0.124
199,Gartenkrone Prinzessbohnen fein,0.59,100 Gramm,Dose 400 Gramm,aldi-sued,Konserven,0.148
200,Landvogt Aldi Süd Leberspätzle,1.69,100 Gramm,Packung 360 Gramm,aldi-sued,Konserven,0.47
201,"Gartenkrone Wein-Sauerkraut mild, aus erntefrischem Weißkohl",0.35,100 Gramm,Beutel 500 Gramm,aldi-sued,Konserven,0.06999999999999999
202,Gartenkrone Kidney Bohnen rot,0.35,100 Gramm,Dose 425 Gramm,aldi-sued,Konserven,0.08199999999999999
203,Primana Fleischbällchen Topf Möhre mit 200 g Fleischbällchen,1.49,100 Gramm,Dose 800 Gramm,aldi-sued,Konserven,0.186
204,Happy Harvest Champignons 1. Wahl - ganze Köpfe,0.99,100 Gramm,Dose 400 Gramm,aldi-sued,Konserven,0.248
205,Almare Bismarckhering,1.39,100 Gramm,Glas 500 Gramm,aldi-sued,Konserven,0.27799999999999997
206,Gourmet Finest Cuicine Preiselbeeren mit Cranberry,0.29,100 Gramm,Dose 400 Gramm,aldi-sued,Konserven,0.073
207,"Happy Harvest Tomaten geschält, in Tomatensaft",0.25,100 Gramm,Getränkekarton 500 Gramm,aldi-sued,Konserven,0.05
208,Happy Harvest Tomaten passiert,0.79,100 Gramm,Glas 280 Gramm,aldi-sued,Konserven,0.28
209,Happy Harvest Aldi Süd Champignons 1. Wahl - geschnitten,0.29,100 Gramm,Dose 410 Gramm,aldi-sued,Konserven,0.071
210,Happy Harvest Aldi Süd Kidney-Bohnen Rot,1.69,100 Gramm,Dose 800 Gramm,aldi-sued,Konserven,0.211
211,Cucina Ravioli mit Sauce Bolognese,0.99,100 Gramm,Dose 800 Gramm,aldi-sued,Konserven,0.124
212,Primana Fleischbällchen Topf Nudel mit 200 g Fleischbällchen,0.79,100 Gramm,Glas 360 Gramm,aldi-sued,Konserven,0.22
