,Name,Price,Unit,Packet Size,Supermarket,Category,Comparable Price
122,Eskimo / Aldi Nord Schlemmerfilet Spinat,1.29,100 Gramm,"Packung 500 Gramm, 4 x 125g",aldi-nord,Tiefkühlkost,0.26
123,Aldi Nord Baguettes Salami,1.49,100 ml,Dose 1000 ML,aldi-nord,Tiefkühlkost,0.149
124,Mucci Eiskrem Premium Eis Walnuss,2.19,100 Gramm,Beutel 500 Gramm,aldi-nord,Tiefkühlkost,0.44
125,Golden Fruit Himbeeren,0.49,100 Gramm,Packung 300 Gramm,aldi-nord,Tiefkühlkost,0.16
126,All Seasons Buttergemüse mit feiner Kräutersoße,6.99,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,1.75
127,Freihofer Gourmet Riesen Garnelen Natur,6.99,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,1.75
128,Freihofer Gourmet Riesen Garnelen Provencal,2.29,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,0.57
129,Moritz Eiskonfekt Typ Latte Macchiato,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.398
130,Lindtmanns Lieblings Suppe Erbseneintopf,1.59,100 Gramm,Beutel 750 Gramm,aldi-nord,Tiefkühlkost,0.21200000000000002
131,Eskimo / Aldi Nord Butter Gemüse mit feiner Kräutersoße,0.49,100 Gramm,Packung 300 Gramm,aldi-nord,Tiefkühlkost,0.16
132,Aldi Nord Chili Cheese Nuggets 12-13 Stück,1.99,100 Gramm,Packung 250 Gramm,aldi-nord,Tiefkühlkost,0.8
133,Freihofer Gourmet Hirsch Medaillons küchenfertig portioniert,6.99,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,1.748
134,Freihofer Gourmet Hirsch Medaillons mariniert,6.99,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,1.748
135,"Freihofer Gourmet Blätterteig Minis Lachs & Spinat, 15 x 20 g",2.49,100 Gramm,Packung 300 Gramm,aldi-nord,Tiefkühlkost,0.83
136,Mama Mancini Die Pizza Frische Speciale,1.79,100 Gramm,Packung 405 Gramm,aldi-nord,Tiefkühlkost,0.44
137,D Antelli Spaghettinester mit Garnelen in Kräuter-Knoblauchöl,3.29,100 Gramm,Packung 450 Gramm,aldi-nord,Tiefkühlkost,0.731
138,"Mama Mancini Pizzeria Prosciutto Prosciutto, 2 x 365 g",2.49,100 Gramm,Packung 730 Gramm,aldi-nord,Tiefkühlkost,0.341
139,Freihofer Gourmet Pfirsich Maracuja,6.99,100 Gramm,Packung 1300 Gramm,aldi-nord,Tiefkühlkost,0.538
140,Freihofer Gourmet Hirschsteaks küchenfertig portioniert,6.99,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,1.748
141,Freihofer Gourmet Hirschkeulenbraten mariniert,9.99,100 Gramm,Packung 600 Gramm,aldi-nord,Tiefkühlkost,1.6649999999999998
142,All Seasons Junge Erbsen,1.65,100 Gramm,Beutel 1000 Gramm,aldi-nord,Tiefkühlkost,0.16499999999999998
143,Eskimo / Aldi Nord Schweine Gulasch,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.398
144,Eskimo / Aldi Nord Hähnchen Filetstücke,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.398
145,Eskimo / Aldi Nord Rinder Geschnetzeltes,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.398
146,Jogging / Aldi Nord Fertiggerichte Gnocchi Nudel Pfanne mit Hähnchen,1.89,100 Gramm,Beutel 500 Gramm,aldi-nord,Tiefkühlkost,0.378
147,Klaus / Aldi Nord Mini Schnitzel Hähnchen,1.89,100 Gramm,Beutel 500 Gramm,aldi-nord,Tiefkühlkost,0.378
148,Jogging / Aldi Nord Fertiggerichte Wildreispfanne mit Hähnchen,1.89,100 Gramm,Packung 360 Gramm,aldi-nord,Tiefkühlkost,0.53
149,Jogging / Aldi Nord Fertiggerichte Kartoffelpfanne mit Hähnchen,2.99,100 Gramm,Packung 300 Gramm,aldi-nord,Tiefkühlkost,1.0
150,Casa Morando Fertiggerichte Lasagne Bolognese,0.45,100 ml,Beutel 150 ML,aldi-nord,Tiefkühlkost,0.3
151,Casa Morando Fertiggerichte Tortellini Schinken,1.99,100 Gramm,Packung 300 Gramm,aldi-nord,Tiefkühlkost,0.663
152,Di Mare Wildlachs Filet Elsässer Art,1.89,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.378
153,"Freihofer Gourmet Hirsch Medaillons mariniert, 4-5 Stück",6.99,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,1.748
154,Freihofer Gourmet Neapolitan Eisbombe,2.59,100 ml,Packung 1000 ML,aldi-nord,Tiefkühlkost,0.259
155,Freihofer Gourmet Tartufo Classico,2.59,100 ml,Packung 850 ML,aldi-nord,Tiefkühlkost,0.305
156,"Mama Mancini Familien Pizza Mozzarella, 3 x 400 g",3.99,100 Gramm,Packung 1200 Gramm,aldi-nord,Tiefkühlkost,0.33
157,Mama Mancini Die Pizza Frische Thunfisch,1.79,100 Gramm,Packung 420 Gramm,aldi-nord,Tiefkühlkost,0.426
158,Aldi Nord Gouda Ringe mit Tomaten Paprika Dip,2.49,100 Gramm,Packung 405 Gramm,aldi-nord,Tiefkühlkost,0.615
159,Aldi Nord Baguettes nach französicher Art Tomate Pesto,3.29,100 Gramm,Packung 450 Gramm,aldi-nord,Tiefkühlkost,0.731
160,Mama Mancini Pizza Prosciutto mit Rohschinken,6.99,100 Gramm,Packung 1200 Gramm,aldi-nord,Tiefkühlkost,0.583
161,D Antelli Spaghettinester mit Garnelen in Weißweinsauce,2.49,100 Gramm,Packung 180 Gramm,aldi-nord,Tiefkühlkost,1.38
162,Freihofer Gourmet Marzipan Sahne Torte,1.39,100 ml,Dose 1000 ML,aldi-nord,Tiefkühlkost,0.13899999999999998
163,"Freihofer Gourmet Mini Dessert Törtchen Schoko Karamell, tiefgefroren",1.99,100 Gramm,Packung 300 Gramm,aldi-nord,Tiefkühlkost,0.663
164,Mucci Eiskrem Premium Eis Wiener Melange - mit Sahne verfeinert,5.59,100 Gramm,Packung 700 Gramm,aldi-nord,Tiefkühlkost,0.8
165,"Sölde Pfannenlecker Puten Schnitzel paniert, 2 Stück",2.49,100 Gramm,Packung 300 Gramm,aldi-nord,Tiefkühlkost,0.83
166,Golden Seafood Grill Lachs Papillon,3.29,100 Gramm,Packung 250 Gramm,aldi-nord,Tiefkühlkost,1.32
167,Lutz Schweine Schnitzel Wiener Art paniert und gebacken,3.99,100 Gramm,Beutel 750 Gramm,aldi-nord,Tiefkühlkost,0.532
168,Sternberger Pfanntastico Paella,2.15,100 Gramm,Beutel 1000 Gramm,aldi-nord,Tiefkühlkost,0.215
169,Sternberger Pfanntastico Western Pfanne,2.15,100 Gramm,Beutel 1000 Gramm,aldi-nord,Tiefkühlkost,0.215
170,Pfanntastico / Aldi Nord Bami Goreng,2.15,100 Gramm,Beutel 1000 Gramm,aldi-nord,Tiefkühlkost,0.215
171,Mama Mancini Die Pizza Frische Peperoni Salami,1.79,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,0.45
172,Goldähren 9 Weizenbrötchen,0.89,100 Gramm,Beutel 540 Gramm,aldi-nord,Tiefkühlkost,0.16499999999999998
173,Mama Mancini Pasta Bolognese,1.79,100 Gramm,Beutel 750 Gramm,aldi-nord,Tiefkühlkost,0.23900000000000002
174,Conradl Omas Backstube 6 Kirsch Streuselkuchen,2.59,100 Gramm,Packung 600 Gramm,aldi-nord,Tiefkühlkost,0.43200000000000005
175,Conradl Omas Backstube Mandel Bienenstich,3.29,100 Gramm,Packung 600 Gramm,aldi-nord,Tiefkühlkost,0.548
176,Mama Mancini Pizzatasche Cascione Diavolo,1.79,100 Gramm,Packung 280 Gramm,aldi-nord,Tiefkühlkost,0.64
177,Freihofer Gourmet Wolfsbarschfilet,5.99,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,1.498
178,Aldi Nord Kebab Pfanne,2.69,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.538
179,Pfanntastico / Aldi Nord Paella,2.15,100 Gramm,Beutel 1000 Gramm,aldi-nord,Tiefkühlkost,0.215
180,"Vossko Hähnchenmedaillons Tessiner Art, 4 - 5 Stück",3.39,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.678
181,Gourmet Finest Cuisine Neuseeländische Hirschsteaks,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.398
182,Gourmet Finest Cusine Eiskrem Vanille,3.39,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.678
183,Gourmet Finest Cucine Tiefsee Scallops,7.49,100 Gramm,Packung 1150 Gramm,aldi-nord,Tiefkühlkost,0.651
184,"Lindtmanns Lieblings Suppe Kartoffelsuppe, wie hausgemacht",10.49,100 Gramm,Folie 1000 Gramm,aldi-nord,Tiefkühlkost,1.049
185,"Vossko Hähnchenmedaillons Supreme, 4 - 5 Stück",4.99,100 Gramm,Packung 400 Gramm,aldi-nord,Tiefkühlkost,1.248
186,Breffod Kaninchen aus Bodenhaltung,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.398
187,Dunagut / Aldi Nord Gänsekeulen Ungarn / Polen,2.99,100 Gramm,Packung 250 Gramm,aldi-nord,Tiefkühlkost,1.2
188,AMI Gänsebrustfilet gewürzt mariniert,2.99,100 Gramm,Packung 250 Gramm,aldi-nord,Tiefkühlkost,1.2
189,MSC Backfisch 2 x Backfisch,2.59,100 Gramm,Packung 640 Gramm,aldi-nord,Tiefkühlkost,0.4
190,MSC Fish & Chips Fisch-Nuggets und Backofen-Frites,3.49,100 Gramm,Beutel 300 Gramm,aldi-nord,Tiefkühlkost,1.16
191,All Seasons Steinpilze,3.49,100 Gramm,Beutel 300 Gramm,aldi-nord,Tiefkühlkost,1.16
192,All Seasons Feine Pilzmischung,3.49,100 Gramm,Beutel 600 Gramm,aldi-nord,Tiefkühlkost,0.5820000000000001
193,Beef Burger vom Rind,2.99,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.5980000000000001
194,Chicken Burger aus Hähnchenbrustfilet,2.99,100 Gramm,Packung 500 Gramm,aldi-nord,Tiefkühlkost,0.5980000000000001
