,Name,Price,Unit,Packet Size,Supermarket,Category,Comparable Price
48,Milsa Speisequark mit Sahne verfeinert,0.35,100 Gramm,Becher 250 Gramm,aldi-nord,Molkereiprodukte,0.14
49,Devina Hirtenkäse 45 % Fett,1.19,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.48
50,Milsa Fettarmer Joghurt mild 1.5% Fett,0.45,100 Gramm,Becher 500 Gramm,aldi-nord,Molkereiprodukte,0.09
51,Buttella feine Sonnenblumenmargarine,0.69,100 Gramm,Becher 250 Gramm,aldi-nord,Molkereiprodukte,0.27599999999999997
52,Gut Bio Speisequark Magerstufe,1.69,100 Gramm,Becher 250 Gramm,aldi-nord,Molkereiprodukte,0.85
53,Aldi Nord Original griechischer Feta,0.67,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.34
54,Milsani Creme fraiche Kräuter,2.25,100 Gramm,Packung 400 Gramm,aldi-nord,Molkereiprodukte,0.56
55,Hofburger Edamer in Scheiben,2.25,100 Gramm,Packung 400 Gramm,aldi-nord,Molkereiprodukte,0.56
56,Hofburger Butterkäse in Scheiben,1.85,100 Gramm,Beutel 250 Gramm,aldi-nord,Molkereiprodukte,0.74
57,Hofburger Emmentaler gerieben,2.25,100 Gramm,Packung 400 Gramm,aldi-nord,Molkereiprodukte,0.56
58,Hofburger Tilsiter in Scheiben,0.79,100 Gramm,Becher 190 Gramm,aldi-nord,Molkereiprodukte,0.42
59,"Gut Bio Frische fettarme Bio Landmilch 1,5%",0.95,100 Gramm,Getränkekarton 1 Gramm,aldi-nord,Molkereiprodukte,95.0
60,Le Coq de France Fraicho mit Meersalz,0.99,100 Gramm,Becher 150 Gramm,aldi-nord,Molkereiprodukte,0.66
61,Milsa Haltbarer Schmand 24% Fett,0.35,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.18
62,Hofburger alter Gouda,1.79,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.9
63,Hofburger mittelalter Gouda,1.79,100 Gramm,Packung 300 Gramm,aldi-nord,Molkereiprodukte,0.6
64,Hofburger Emmentaler Stück,2.69,100 Gramm,Packung 400 Gramm,aldi-nord,Molkereiprodukte,0.673
65,Hallbauer / Aldi Nord Frischkäse mit Kräutern,0.99,100 Gramm,Packung 300 Gramm,aldi-nord,Molkereiprodukte,0.33
66,"Lys De France Frischkäse Kräuter leicht, 8 Portionen",0.89,100 Gramm,Packung 133 Gramm,aldi-nord,Molkereiprodukte,0.67
67,"Ursi Frucht Junior 2 x 100 g Erdbeere, 2 x 100 g Kirsche",0.99,100 Gramm,Packung 400 Gramm,aldi-nord,Molkereiprodukte,0.25
68,"Gut Bio Aldi Nord Frische Land Milch länger frisch, 3.8%",1.09,100 ml,Getränkekarton 1 L,aldi-nord,Molkereiprodukte,0.10900000000000001
69,Vitareform aktiv mit Pflanzensterinzusatz,1.59,100 Gramm,Becher 250 Gramm,aldi-nord,Molkereiprodukte,0.636
70,Lisani Schmelzkäsezubereitung Kräuter,0.79,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.4
71,Lisani Schmelzkäsezubereitung Creme,0.79,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.4
72,Arla Kaergarden gesalzen,1.29,100 Gramm,Becher 250  Gramm,aldi-nord,Molkereiprodukte,0.52
73,Arla Kaergarden ungesalzen,1.29,100 Gramm,Becher 250 Gramm,aldi-nord,Molkereiprodukte,0.52
74,Butarina Butterschmalz,4.29,100 Gramm,Becher 500 Gramm,aldi-nord,Molkereiprodukte,0.858
75,Kerrygold Joghurt aus Weidemilch mit Zitronenstückchen,0.59,100 Gramm,Becher 150 Gramm,aldi-nord,Molkereiprodukte,0.39
76,Kerrygold Joghurt aus Weidemilch mit Kirschstückchen,0.59,100 Gramm,Becher 150 Gramm,aldi-nord,Molkereiprodukte,0.39
77,Arla Buko Frischkäse Garten Kräuter 18% Fett,0.88,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.44
78,Kerrygold Extra ungesalzen,2.19,100 Gramm,Becher 250 Gramm,aldi-nord,Molkereiprodukte,0.88
79,Kerrygold Extra gesalzen,2.19,100 Gramm,Becher 250 Gramm,aldi-nord,Molkereiprodukte,0.88
80,Ehrmann Almighurt Himbeer,0.59,100 Gramm,Becher 150 Gramm,aldi-nord,Molkereiprodukte,0.39
81,"Milsani Frucht Joghurt Waldfrucht, 8 x 150 g, 3,8 % Fett",1.49,100 Gramm,Packung 1200 Gramm,aldi-nord,Molkereiprodukte,0.12
82,Hofburger feines Käsebuffet mild,2.29,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,1.15
83,Hofburger feines Käsebuffet würzig,2.29,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,1.15
84,Casa Morando Parmigiano Reggiano,2.8,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,1.4
85,Flora Danica Frischkäse feine Kräuter,0.99,100 Gramm,Packung 300 Gramm,aldi-nord,Molkereiprodukte,0.33
86,Vitareform Dreiviertelfett Margarine 60 % Fett,1.99,100 Gramm,Packung 220 Gramm,aldi-nord,Molkereiprodukte,0.9
87,Hofburger / Aldi Nord Käse Snack in Würfeln 2 x 110 g Bergkäse und Gouda,1.79,100 Gramm,Packung 150 Gramm,aldi-nord,Molkereiprodukte,1.19
88,Lisani Schmelzkäsezubereitung Gouda,0.79,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.4
89,Looping / Aldi Nord Halbfett Margarine 39 % Fett,0.59,100 Gramm,Becher 500 Gramm,aldi-nord,Molkereiprodukte,0.118
90,Devina Snack Würfel Hirtenkräuter mediterraner Art,1.59,100 Gramm,Becher 250 Gramm,aldi-nord,Molkereiprodukte,0.636
91,Butella Aktiv Halbfett Margarine,0.79,100 Gramm,Packung 600 Gramm,aldi-nord,Molkereiprodukte,0.13
92,"Grazil Fruchtjoghurt Vanille - 4 x 150 g,  0,1 % Fett",0.29,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.15
93,Ursi Sahne Milchreis Zimt & Zucker,0.65,100 Gramm,Packung 100 Gramm,aldi-nord,Molkereiprodukte,0.65
94,Milsani Kräuterbutter,1.09,100 Gramm,"Packung 200 Gramm, 2 x 100g",aldi-nord,Molkereiprodukte,0.55
95,T Amoro / Aldi Nord Tiramisu,0.89,100 Gramm,Packung 600 Gramm,aldi-nord,Molkereiprodukte,0.15
96,"Sontner Grazil 0,9% Kirsche",1.59,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.8
97,Hofburger Gouda cremig mild,0.49,100 Gramm,Becher 250 Gramm,aldi-nord,Molkereiprodukte,0.2
98,Milsani Sahnequark,0.99,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.5
99,Bonifaz Frischkäse Fass Cremiger Frischkäse,2.19,100 Gramm,Packung 150  Gramm,aldi-nord,Molkereiprodukte,1.46
100,"Aldi Nord Le Gruyere Switzerland würzig kräftiger, in Scheiben, 45 % Fett",2.99,100 Gramm,Glas 340 Gramm,aldi-nord,Molkereiprodukte,0.88
101,Greece Feta Würfel Mit Oliven und Oregano,0.89,100 Gramm,Packung 600 Gramm,aldi-nord,Molkereiprodukte,0.15
102,"Sontner Grazil 0,9% Himbeere",0.89,100 Gramm,Packung 600 Gramm,aldi-nord,Molkereiprodukte,0.15
103,"Sontner Frucht Joghurt Stracciatella, 8 x 150g",1.59,100 Gramm,Packung 1200 Gramm,aldi-nord,Molkereiprodukte,0.133
104,Hallbauer / Aldi Nord Körniger Frischkäse,0.49,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.25
105,"Gut Bio Aldi Nord Frische fettarme Land Milch länger frisch, 1.5%",0.99,100 ml,Getränkekarton 1 L,aldi-nord,Molkereiprodukte,0.099
106,Jermi Räucher Schinken,1.69,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.68
107,"Jogging / Aldi Nord Frischkäse-Fass Feinste Kräuter, 5% Fett",0.99,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.5
108,"Jogging / Aldi Nord Frischkäse-Fass mit mildem Joghurt, 5% Fett",0.99,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.5
109,Gut Bio Hofkäse geräuchert,1.79,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.9
110,Misani Saure Sahne 10% Fett,0.35,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.18
111,Milsani Creme Leicht Kräuter,0.49,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.25
112,Weihenstephan Frischer Fruchtquark Pfirsich Maracuja,1.39,100 Gramm,Becher 500 Gramm,aldi-nord,Molkereiprodukte,0.28
113,Weihenstephan Frischer Fruchtquark Vanille,1.39,100 Gramm,Becher 500 Gramm,aldi-nord,Molkereiprodukte,0.27799999999999997
114,Arla Buko Der Sahnige,0.88,100 Gramm,Packung 200  Gramm,aldi-nord,Molkereiprodukte,0.44
115,Ehrmann Almighurt Ananas,0.59,100 Gramm,Becher 150 Gramm,aldi-nord,Molkereiprodukte,0.39
116,Ehrmann Almighurt Zitrone,0.59,100 Gramm,Becher 150 Gramm,aldi-nord,Molkereiprodukte,0.39
117,Aldi Nord Emmentaler am Stück,1.85,100 Gramm,Packung 400 Gramm,aldi-nord,Molkereiprodukte,0.46299999999999997
118,"Frischpack Emmentaler gerieben, 45% Fett",1.59,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.64
119,Feinkäserei  Frischkäse Mini Rolle Ananas Mandel,0.99,100 Gramm,Packung 100 Gramm,aldi-nord,Molkereiprodukte,0.99
120,Feinkäserei  Frischkäse Mini Rolle mit Pfeffer,0.99,100 Gramm,Packung 100 Gramm,aldi-nord,Molkereiprodukte,0.99
121,"Grazil Fruchtjoghurt Pfirisch Maracuja, 4 x 150 g",0.89,100 Gramm,Packung 600 Gramm,aldi-nord,Molkereiprodukte,0.15
122,Meierkamp Frucht Joghurt mild Schwarzkirsche,1.59,100 Gramm,Eimer 1 KG,aldi-nord,Molkereiprodukte,0.0
123,Lisani Räucher Nuss Schmelzkäsezubereitung in Scheiben,1.89,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.76
124,Belgischer Bauernkäse Campagne,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,1.0
125,Belgischer Vintagekäse Tradition,1.99,100 Gramm,Packung 180 Gramm,aldi-nord,Molkereiprodukte,1.11
126,"Molenland Gouda Holland mittelalt am Stück , 48% Fett i. Tr.",3.1,100 Gramm,Packung 518 Gramm,aldi-nord,Molkereiprodukte,0.5980000000000001
127,Hofburger Weichkäse Passion Gartenkräuter,1.99,100 Gramm,Folie 200 Gramm,aldi-nord,Molkereiprodukte,1.0
128,Hofburger Weichkäse Passion Cremig mild,1.99,100 Gramm,Folie 200 Gramm,aldi-nord,Molkereiprodukte,1.0
129,Casale Parmigiano Reggiano,3.58,100 Gramm,Packung 211 Gramm,aldi-nord,Molkereiprodukte,1.7
130,Hofburger Hauchfein Schnittkäse Tomate Basilikum,1.19,100 Gramm,Packung 100 Gramm,aldi-nord,Molkereiprodukte,1.19
131,Hofburger Hauchfein Schnittkäse Kräuter,1.19,100 Gramm,Packung 100 Gramm,aldi-nord,Molkereiprodukte,1.19
132,Ursi Sahne Traum Schoko,1.29,100 Gramm,Packung 400 Gramm,aldi-nord,Molkereiprodukte,0.32
133,Ursi Sahne Traum Karamell,1.29,100 Gramm,Packung 400 Gramm,aldi-nord,Molkereiprodukte,0.32
134,Sontner Straciatella Quark mit Schokoraspeln Vanilla & Quark,0.45,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.23
135,Sontner Frucht Quark mit Schokoraspeln Kirsche,0.45,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.23
136,Ursi Dessert Schoko Dessert mit Sahne,0.95,100 Gramm,"Becher 460 Gramm, 4 x 115g",aldi-nord,Molkereiprodukte,0.21
137,Hofburger Maasdamer,1.89,100 Gramm,Packung 300 Gramm,aldi-nord,Molkereiprodukte,0.63
138,Milsa Speisequark Magerquark,0.67,100 Gramm,Becher 500 Gramm,aldi-nord,Molkereiprodukte,0.134
139,Milsani Reine Buttermilch,0.35,100 Gramm,Becher 500 Gramm,aldi-nord,Molkereiprodukte,0.06999999999999999
140,Aldi Nord Sahne Schmelzkäse,1.99,100 Gramm,Packung 125 Gramm,aldi-nord,Molkereiprodukte,1.59
141,"Aldi Nord Holland Gouda mittelalt in Scheiben, 48% Fett i. Tr.",1.99,100 Gramm,Packung 125 Gramm,aldi-nord,Molkereiprodukte,1.59
142,Hofburger Hauchfein Schnittkäse Pur,1.99,100 Gramm,Packung 150 Gramm,aldi-nord,Molkereiprodukte,1.33
143,Gut Bio Frischkäse Pur,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.4
144,Gut Bio Frischkäse Wiesenkräuter,1.39,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.7
145,Lisani Toast Schmelzkäsescheiben,0.45,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.23
146,Gourmet Finest Cuicine Käsefondue,1.89,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.95
147,Spitzbub / Aldi Nord Allgäuer Limburger Classic 40% Fett,1.89,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.95
148,Milsa Körniger Frischkäse,1.19,100 Gramm,Folie 200 Gramm,aldi-nord,Molkereiprodukte,0.6
149,Kasländer / Aldi Nord Käsescheiben mild & nussig,0.89,100 Gramm,Becher 255 Gramm,aldi-nord,Molkereiprodukte,0.35
150,Kasländer / Aldi Nord Käsescheiben Paprika Jalapeno,1.59,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.8
151,Vierwälder Bauernhandkäse mit Edelschimmel,1.79,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.9
152,Casale Fresco Mozzarella Mini Classico,0.35,100 Gramm,,aldi-nord,Molkereiprodukte,0.0
153,Hofburger Maasdamer zart nussig,0.85,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.43
154,Gut Bio Allgäuer Hofkäse rahmig,1.69,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.85
155,Freihofer Gourmet Ziegenfrischkäse im Speckmantel,1.59,100 Gramm,Packung 100 Gramm,aldi-nord,Molkereiprodukte,1.59
156,Freihofer Gourmet Petit Dessert Schwarzwälder Art,0.99,100 Gramm,Glas 60 Gramm,aldi-nord,Molkereiprodukte,1.65
157,Hofburger Maasdamer am Stück,2.29,100 Gramm,Packung 300 Gramm,aldi-nord,Molkereiprodukte,0.76
158,Gut Bio Allgäuer Hofkäse natur,1.79,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.9
159,Knixx Crisp Joghurt & Creme-Müsli,0.39,100 Gramm,Becher 175 Gramm,aldi-nord,Molkereiprodukte,0.22
160,Meggle Streichzart gesalzen,1.39,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.56
161,Alpenmark Sahne Schmelzkäsezubereitung,0.85,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.43
162,Ursi Pudding Schoko-Creme mit Sahne,0.19,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.1
163,"Jogging / Aldi Nord Romance Franz. Weichkäse mit Joghurt, 18% Fett",2.33,100 Gramm,Vakuum 292 Gramm,aldi-nord,Molkereiprodukte,0.8
164,Aldi Nord Österreichischer Bergkäse in Scheiben,0.29,100 Gramm,Becher 200 Gramm,aldi-nord,Molkereiprodukte,0.15
165,Ursi Sahne Milchreis Vanille,1.49,100 Gramm,Becher 100 Gramm,aldi-nord,Molkereiprodukte,1.49
166,Freihofer Gourmet Trüffel Butter,0.65,100 Gramm,Flasche Kunststoff 500 Gramm,aldi-nord,Molkereiprodukte,0.13
167,"Grazil Joghurt Drink Zitrone Limette, 0,1 % Fett",0.65,100 Gramm,Flasche Kunststoff 500 Gramm,aldi-nord,Molkereiprodukte,0.13
168,"Grazil Joghurt Drink Apfel Mango, 0,1 % Fett",1.15,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.46
169,Freihofer Gourmet Petit Dessert Praline Krem,0.99,100 Gramm,Glas 60 Gramm,aldi-nord,Molkereiprodukte,1.65
170,Freihofer Gourmet Petit Dessert Double Chocolate,0.99,100 Gramm,Glas 60 Gramm,aldi-nord,Molkereiprodukte,1.65
171,Freihofer Gourmet Petit Dessert Himbeeren,0.99,100 Gramm,Glas 60 Gramm,aldi-nord,Molkereiprodukte,1.65
172,Freihofer Gourmet Creme Brulee,1.29,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,0.65
173,"Casale Fresco Mozzarella Mini leicht, 8,5 % Fett - absolut",0.89,100 Gramm,Becher 255 Gramm,aldi-nord,Molkereiprodukte,0.35
174,Meierkamp Milchkaffee Dessert,1.59,100 Gramm,Eimer 1 KG,aldi-nord,Molkereiprodukte,0.0
175,"Casale Fresco Mozzarella Classico, 45% Fett i. Tr.",0.79,100 Gramm,Becher 400 Gramm,aldi-nord,Molkereiprodukte,0.2
176,T Amoro / Aldi Nord Profiteroles,1.99,100 Gramm,Packung 180 Gramm,aldi-nord,Molkereiprodukte,1.11
177,"Ursi Frucht Junior 2 x 100 g Erdbeere, 2 x 100 g Aprikose",1.99,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,1.0
178,Hofburger Weichkäse Passion mit Pflanzenasche,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,Molkereiprodukte,1.0
179,Hofburger Weichkäse Passion Bunter Pfeffermix,0.85,100 Gramm,Becher 460 Gramm,aldi-nord,Molkereiprodukte,0.18
180,Hofburger Weichkäse Passion,1.59,100 Gramm,Eimer 1000 Gramm,aldi-nord,Molkereiprodukte,0.16
181,Ursi Dessert Creme Duo Dessert mit Sahne,1.59,100 Gramm,Eimer 1 KG,aldi-nord,Molkereiprodukte,0.16
182,Ursi Geisterspeise Pudding Duo Himbeerpudding und Soße,0.79,100 Gramm,Becher 500 Gramm,aldi-nord,Molkereiprodukte,0.16
183,Meierkamp Vanille Milch,0.79,100 ml,Flasche Kunststoff 470 ML,aldi-nord,Molkereiprodukte,0.16799999999999998
184,"Grazil Joghurt Drink Kirsch Vanilla, 0,1 % Fett",0.69,100 Gramm,Flasche Kunststoff 500 Gramm,aldi-nord,Molkereiprodukte,0.13799999999999998
185,Devina Snack Würfel Basilikum Tomate mediterraner Art,1.69,100 Gramm,Packung 160 Gramm,aldi-nord,Molkereiprodukte,1.06
186,Feinkäserei  Frischkäse Ziegenfrischkäse Kräuter,0.99,100 Gramm,Packung 125 Gramm,aldi-nord,Molkereiprodukte,0.79
187,Feinkäserei  Frischkäse Schnittlauch,0.99,100 Gramm,Packung 125 Gramm,aldi-nord,Molkereiprodukte,0.79
188,Feinkäserei  Frischkäse Schafskäse Basilikum,0.77,100 Gramm,Packung 125 Gramm,aldi-nord,Molkereiprodukte,0.62
189,Freihofer Gourmet Frischkäse Konfekt Kaffee Nuss,1.59,100 Gramm,Packung 100 Gramm,aldi-nord,Molkereiprodukte,1.59
190,Freihofer Gourmet Frischkäse Konfekt Ananas Kokos,1.59,100 Gramm,Packung 100 Gramm,aldi-nord,Molkereiprodukte,1.59
191,Freihofer Gourmet Meersalz Butter,1.99,100 Gramm,Folie 250 Gramm,aldi-nord,Molkereiprodukte,0.8
192,Milsani Laktosefreie Butter,1.69,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.68
193,Casa Morando Aldi Nord Mozzarella,0.49,100 Gramm,Beutel 125 Gramm,aldi-nord,Molkereiprodukte,0.39
194,Feinkäserei  Frischkäse Kräuter,0.49,100 ml,Becher 250 ML,aldi-nord,Molkereiprodukte,0.2
195,Moreno Cappuccino,0.39,100 Gramm,Becher 175 Gramm,aldi-nord,Molkereiprodukte,0.22
196,Aldi Nord Irische Butter Besonders streichzart,0.95,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.38
197,O Grady Irische Butter streichzart,1.19,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.48
198,"Danland Danablu Käse kräftig-pikant, 50% Fett",1.79,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.72
199,Thüringer Wald Rahmkäse Brennessel / Kräuter,1.79,100 Gramm,Packung 250 Gramm,aldi-nord,Molkereiprodukte,0.72
200,Thüringer Wald Rahmkäse Bärlauch,0.79,100 Gramm,Packung 600 Gramm,aldi-nord,Molkereiprodukte,0.13
201,"Grazil Fruchtjoghurt Erdbeer - 4 x 150 g, 0,1 % Fett",1.59,100 Gramm,Folie 250 Gramm,aldi-nord,Molkereiprodukte,0.64
202,Gut Bio Sauerrahm Butter,0.75,100 Gramm,Packung 500 Gramm,aldi-nord,Molkereiprodukte,0.15
